householdid,productid,storeid,transactiontime,daydate,loyaltydiscount,coupondiscount,couponmatchdiscount,salesvalue,productdesc,productsubdesc,displayadtypedesc
712,991402,369,12:24 PM,Jun 13,-0.29,0,0,2,BAG SNACKS,BAGGED POPPED POPCORN,In-Aisle
766,1105917,333,4:02 PM,Oct 2,-1.89,0,0,2,BUTTER,BUTTER,In-Aisle
786,1121346,339,9:03 AM,Sep 7,-1.09,0,0,3.5,SOAP - LIQUID & BAR,BAR SOAP,Mid-Aisle End Cap
712,1011676,369,1:17 PM,Sep 7,0,0,0,10.99,DOMESTIC WINE,ULTRA PREMIUM WINES,Side-Aisle End Cap
725,893501,400,6:21 PM,Mar 23,-1.18,0,0,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Rear Aisle
761,832678,343,1:07 PM,Nov 19,-0.23,0,0,2,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,Front End Cap
718,927191,324,4:52 PM,Dec 18,-0.1,0,0,0.94,SEAFOOD - SHELF STABLE,TUNA,In-Shelf
718,924804,324,6:09 PM,Feb 11,-2.39,0,0,0,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,Other Location Display
715,827079,389,12:23 PM,Jan 11,-1.19,0,0,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,Front End Cap
762,1070820,31862,12:50 PM,Apr 21,-0.27,0,0,2.42,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
647,874643,343,2:58 PM,Aug 22,-0.81,0,0,0.88,BAKING MIXES,LAYER CAKE MIX,Rear End Cap
725,914190,400,5:47 PM,Oct 1,-2.7,0,0,6,CHEESE,CREAM CHEESE,Rear Aisle
725,892008,400,7:03 PM,May 20,0,0,0,2,MEAT - SHELF STABLE,PASTA: CANNED,In-Shelf
622,13115703,298,10:35 AM,Jul 22,-0.49,0,0,2.5,BAG SNACKS,POTATO CHIPS,In-Aisle
764,10285106,33923,8:40 AM,Oct 2,-0.98,0,0,2,CANDY - PACKAGED,CANDY BARS (MULTI PACK),Front Aisle
718,856335,324,6:42 PM,May 24,-0.17,0,0,2.12,CONVENIENT BRKFST/WHLSM SNACKS,GRANOLA BARS,Rear End Cap
716,9837807,296,12:21 PM,May 26,-3.2,0,0,1.98,LUNCHMEAT,LUNCH COMBO,Rear Aisle
761,990797,343,9:10 PM,Aug 28,-0.96,0,0,2,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,Mid-Aisle End Cap
715,1075074,415,2:25 PM,Aug 31,-0.23,0,0,1,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,Rear End Cap
762,838563,31862,8:24 PM,Jun 18,0,0,0,1.85,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,Rear End Cap
718,850290,324,5:03 PM,Jun 21,-0.2,0,0,1.8,DINNER MXS:DRY,SKILLET DINNERS,Rear End Cap
680,13190294,424,4:11 PM,Aug 10,-0.16,0,0,3,BAG SNACKS,POTATO CHIPS,Other Location Display
768,926318,323,6:32 AM,Nov 17,-0.49,0,0,1,WATER,NON-CARB WATER FLVR - DRNK/MNR,Rear Aisle
631,940947,389,4:11 PM,Apr 28,-0.98,0,0,5,HEAT/SERVE,ENTREES,Rear Aisle
718,7441391,324,5:49 PM,Mar 12,0,0,0,0.2,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
647,1071939,343,5:49 PM,Jul 5,-0.1,0,0,1,CHEESE,CREAM CHEESE,In-Aisle
768,1003188,323,8:53 AM,Jul 8,-0.79,0,0,1,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,Rear End Cap
764,896369,33923,9:25 AM,Feb 27,-1.98,0,0,2,PNT BTR/JELLY/JAMS,PEANUT BUTTER,In-Aisle
631,8065410,389,2:22 PM,Apr 4,-1.89,0,0,2.5,BACON,ECONOMY,Rear Aisle
712,981760,448,12:42 PM,Jan 18,-0.4,0,0,0.79,EGGS,EGGS - X-LARGE,Rear Aisle
718,987480,324,4:47 PM,Nov 27,-0.35,0,0,0.25,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
755,983267,382,10:48 AM,Feb 8,-3.11,0,0,4.88,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,In-Aisle
788,1136755,313,2:54 PM,Dec 14,0,0,0,4.15,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,In-Aisle
768,882109,323,9:17 PM,Dec 16,-0.49,0,0,1,WATER,NON-CARB WATER FLVR - DRNK/MNR,Rear Aisle
718,910291,324,6:17 PM,Dec 17,-0.26,0,0,0.33,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
718,922907,327,11:13 AM,Feb 19,-0.1,0,0,1.79,CHEESE,IWS SINGLE CHEESE,In-Aisle
755,898432,382,5:02 PM,Jan 6,-1.02,0,0,3.98,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,In-Aisle
712,1131344,448,12:48 PM,Jun 14,-0.49,0,0,2.5,DINNER SAUSAGE,SMOKED/COOKED,Rear Aisle
622,1106523,356,12:45 PM,Jun 16,0,0,0,2.32,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Other Location Display
755,12171222,382,1:47 PM,Sep 28,0,-0.65,-0.35,1.32,BAKING NEEDS,BITS & MORSELS,Other Location Display
766,941427,333,10:28 PM,Jul 3,-0.69,0,0,1,ORAL HYGIENE PRODUCTS,DENTAL FLOSS AND IMPLEMENTS,Front Aisle
786,878715,339,4:45 PM,Nov 3,0,0,0,16.99,BEERS/ALES,BEERALEMALT LIQUORS,Front End Cap
605,835236,369,7:10 PM,Nov 14,0,0,0,1.79,OLIVES,RIPE OLIVES,Other Location Display
712,834631,448,10:35 AM,Apr 4,0,0,0,1.69,MISCELLANEOUS,SAUERKRAUT,Front End Cap
725,987562,400,12:54 PM,Apr 17,-1.02,0,0,1.67,CHEESE,SHREDDED CHEESE,In-Aisle
753,926065,396,7:54 PM,Aug 6,-0.49,0,0,1,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,Rear End Cap
786,989069,339,8:58 AM,Jun 23,-0.3,0,0,2.69,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,Rear Aisle
607,918368,432,8:41 PM,Jun 25,-0.64,0,0,1.25,CHEESE,SHREDDED CHEESE,Rear Aisle
712,897025,448,12:53 PM,Aug 24,-0.3,0,0,3.29,ELECTRICAL SUPPPLIES,INSIDE FROST BULBS,Other Location Display
605,859075,448,7:40 PM,Oct 21,-0.78,0,0,3,CHEESE,SHREDDED CHEESE,In-Aisle
768,1053690,323,6:13 AM,Sep 3,-0.71,0,0,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Rear Aisle
788,1038217,313,10:54 AM,Jul 16,-0.39,0,0,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),Side-Aisle End Cap
766,1075074,333,8:06 PM,Sep 3,-0.59,0,0,1,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,Rear End Cap
731,912322,445,2:27 PM,Oct 28,0,0,0,1.19,LIQUOR,COCKTAIL MIXES-FLUID:ADD LIQ,Front End Cap
786,1065538,339,1:10 PM,Sep 30,0,0,0,15.99,BEERS/ALES,BEERALEMALT LIQUORS,Other Location Display
725,1053690,400,2:16 PM,Dec 11,-1.42,0,0,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
699,852600,408,7:08 PM,Mar 18,-1.19,0,0,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,Front End Cap
725,893501,400,11:30 AM,Mar 18,-1.18,0,0,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Rear Aisle
725,10285144,400,5:29 PM,Mar 18,-0.49,0,0,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),Other Location Display
731,15926864,396,9:32 AM,Sep 12,0,0,0,2.5,BAG SNACKS,POTATO CHIPS,Side-Aisle End Cap
766,1125724,333,8:50 PM,May 15,-0.69,0,0,1,SOAP - LIQUID & BAR,LIQUID SOAP,Front Aisle
712,1044805,448,11:25 AM,Sep 13,0,0,0,1.79,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,Rear End Cap
692,1115874,335,12:12 PM,May 31,-0.77,0,0,1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
768,1117964,323,9:26 PM,Jun 3,-0.12,0,0,0.88,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,Front End Cap
786,819518,339,9:05 AM,Aug 31,-1.58,0,0,2,FRUIT - SHELF STABLE,CRANBERRY SAUCE,In-Shelf
718,867668,324,6:51 PM,Jun 28,-0.1,0,0,2.19,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),Rear Aisle
706,9194207,343,6:10 AM,Oct 24,-0.98,0,0,2,CANDY - PACKAGED,CANDY BARS (MULTI PACK),Front Aisle
614,837527,288,6:15 PM,Oct 30,-0.29,0,0,1,COOKIES/CONES,VENDOR SIZE/SINGLE SERVE COOKI,Front Aisle
605,15596705,369,10:05 AM,Dec 5,-3.02,0,0,2.77,COLD CEREAL,KIDS CEREAL,Rear End Cap
715,881608,415,3:25 PM,Dec 6,0,0,0,1,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,Front End Cap
718,1013149,324,5:39 PM,May 4,-0.1,0,0,1.48,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,In-Aisle
630,15926886,306,1:19 PM,Aug 24,0,0,0,2.5,BAG SNACKS,POTATO CHIPS,In-Aisle
647,1020682,343,6:44 PM,Jun 3,0,0,0,1.19,MISCELLANEOUS,SAUERKRAUT,Other Location Display
766,923746,333,5:14 PM,Jun 23,-0.26,0,0,1.29,EGGS,EGGS - LARGE,In-Aisle
761,859075,343,12:43 PM,Sep 20,-0.34,0,0,5,CHEESE,SHREDDED CHEESE,In-Aisle
725,1061394,400,6:07 PM,Oct 21,-2.58,0,0,2,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,Rear End Cap
696,995896,31742,2:23 PM,Oct 27,-4.49,0,0,4.49,BACON,PREMIUM,Rear Aisle
766,900145,333,2:52 PM,Oct 29,-0.39,0,0,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Front Aisle
661,5569230,330,3:08 PM,Dec 2,-1.69,0,0,3,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Rear End Cap
718,845377,324,4:17 PM,Apr 10,-0.45,0,0,5.54,SUNTAN,SUNTAN PROD W/SPF LOTION/OIL,Front End Cap
788,899736,360,9:44 AM,Aug 16,-1.75,0,0,1.74,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,Rear End Cap
712,829950,369,12:24 PM,Jun 13,-2,0,0,5.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,Rear End Cap
607,6464086,432,8:29 PM,Jul 13,-1.79,0,0,2,BACON,BETTER FOR YOU,Rear Aisle
718,1013321,324,11:55 AM,Oct 22,-0.15,0,0,2.22,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,In-Shelf
740,12188023,404,2:01 PM,Sep 2,-0.49,0,0,2,BAKING MIXES,MISCELLANEOUS PACKAGE MIXES,Front End Cap
718,1138953,324,6:27 PM,Sep 2,-0.08,0,0,1.31,BAKED BREAD/BUNS/ROLLS,DINNER ROLLS,In-Aisle
607,10285141,320,2:42 PM,Nov 22,0,0,0,1.49,CANDY - PACKAGED,CANDY BARS (MULTI PACK),Other Location Display
715,1002654,389,8:06 PM,Dec 20,-0.82,0,0,1.67,DRY BN/VEG/POTATO/RICE,POTATOES: DRY,Rear End Cap
631,1117249,389,12:52 PM,Dec 22,-4,0,0,7.98,SEAFOOD - FROZEN,SEAFOOD-FRZ-BRD SHRIMP,Rear Aisle
768,1029743,323,7:00 AM,Dec 23,0,0,0,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
631,5585636,389,4:54 PM,May 6,0,0,0,0.4,YOGURT,YOGURT NOT MULTI-PACKS,Rear Aisle
699,995896,408,7:27 PM,May 23,-3.98,0,0,5,BACON,PREMIUM,Rear Aisle
696,1035386,31742,3:24 PM,Jun 7,-0.1,0,0,2,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,Rear End Cap
696,983584,31742,5:49 PM,Aug 3,-0.41,0,0,2.38,FLUID MILK PRODUCTS,CHOCOLATE MILK,Front End Cap
601,8293440,329,5:39 PM,Jun 20,-0.5,0,0,3.99,FRZN NOVELTIES/WTR ICE,ADULT PREMIUM,Rear End Cap
788,1039589,360,11:02 AM,Oct 12,0,0,0,1,BAG SNACKS,PRETZELS,In-Aisle
622,871756,356,6:46 PM,Oct 17,-0.87,0,0,2,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,Rear End Cap
779,13416117,343,8:29 AM,Nov 15,-6,0,0,6.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,In-Aisle
696,1003188,31742,8:39 PM,Nov 21,-1.2,0,0,5.16,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,Front End Cap
788,1029504,360,9:53 AM,Nov 23,0,0,0,1,BAG SNACKS,PRETZELS,In-Aisle
761,1102456,343,1:00 PM,Mar 31,-1.48,0,0,2.5,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,In-Shelf
607,9546982,372,6:06 PM,Apr 29,-2,0,0,5.99,MEAT - MISC,BREAST - BONELESS(IQF),Other Location Display
797,1029743,450,9:28 AM,Apr 25,0,0,0,2.49,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Other Location Display
722,968988,359,11:04 AM,Oct 26,0,0,0,2.5,KITCHEN GADGETS,GADGETS/TOOLS,Rear End Cap
680,878739,424,4:13 PM,Jun 16,-0.7,0,0,1.79,SNACK NUTS,VAC PAC NUTS(CANS),Front End Cap
788,1025611,313,12:36 PM,Jan 15,-12,0,0,11.97,MEAT - MISC,WINGS (IQF),Rear Aisle
715,819255,354,1:25 PM,Nov 2,-3.49,0,0,3.49,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
768,951590,323,6:19 AM,Jan 8,-0.49,0,0,1.5,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
706,849202,343,10:45 AM,Jun 29,0,0,0,8.49,BEERS/ALES,BEERALEMALT LIQUORS,Other Location Display
630,1051402,306,10:50 AM,Oct 3,-0.19,0,0,1,BAKING NEEDS,BREADINGS  COATINGS CRUMBS,Rear Aisle
712,963365,369,11:06 AM,Jul 1,-0.79,0,0,2.5,BAKED BREAD/BUNS/ROLLS,PREMIUM BREAD,In-Aisle
725,1076875,400,5:39 PM,Jul 3,-0.59,0,0,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
761,940947,343,11:07 AM,Jul 3,0,0,0,2.99,HEAT/SERVE,ENTREES,In-Aisle
716,990797,400,10:26 AM,May 9,-0.99,0,0,2.5,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,Rear End Cap
788,823758,313,1:33 PM,Aug 5,-0.24,0,0,1,MARGARINES,MARGARINE  STICK,Side-Aisle End Cap
753,12132685,396,7:54 PM,Aug 6,-1.31,0,0,1.88,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,Rear Aisle
699,1133556,408,5:49 PM,Aug 24,-0.3,0,0,2.19,BAG SNACKS,CORN CHIPS,In-Shelf
762,995876,31862,4:51 PM,Aug 26,-0.29,0,0,2,FROZEN BREAD/DOUGH,FRZN GARLIC BREAD/TOAST/STICKS,Front End Cap
699,1136257,408,8:33 AM,Sep 6,-1.17,0,0,4.5,CHEESE,SHREDDED CHEESE,In-Aisle
696,13007514,31742,3:44 PM,Nov 18,-1.12,0,0,1.67,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,In-Aisle
699,1095374,408,7:18 PM,Mar 28,0,0,0,2.99,HOT DOGS,PREMIUM - MEAT,Rear Aisle
718,910745,324,4:49 PM,Dec 7,-0.1,0,0,0.94,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,Rear End Cap
622,884945,298,6:21 AM,Apr 1,-0.79,0,0,2.5,MEAT - MISC,PEPPERONI/SALAMI,Rear End Cap
766,933067,333,8:50 PM,May 15,-1.49,0,0,2.5,BACON,FLAVORED/OTHER,Rear Aisle
712,15926886,448,11:25 AM,Sep 13,0,0,0,2.5,BAG SNACKS,POTATO CHIPS,Other Location Display
753,843756,396,6:51 PM,Aug 31,-0.99,0,0,1,CHEESE,CREAM CHEESE,Rear Aisle
696,923746,31742,11:02 AM,Jun 28,-0.2,0,0,1.29,EGGS,EGGS - LARGE,Rear Aisle
761,9707240,343,11:37 AM,Oct 28,-0.49,0,0,2.5,HOT DOGS,PREMIUM - MEAT,Front Aisle
718,1038217,324,10:54 PM,Dec 6,-0.39,0,0,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),Other Location Display
764,1133877,346,7:54 PM,May 14,-1.98,0,0,2,FROZEN PIZZA,SNACKS/APPETIZERS,Rear End Cap
696,823721,338,9:21 PM,Aug 31,0,0,0,2.99,CHEESE,GRATED CHEESE,In-Shelf
647,1068719,343,10:28 PM,Sep 28,-0.4,0,0,3.58,SUGARS/SWEETNERS,SUGAR,Rear End Cap
718,9677370,324,11:55 AM,Oct 22,-18.08,-4,0,17.88,PAPER TOWELS,PAPER TOWELS & HOLDERS,In-Aisle
606,849843,446,6:15 PM,Jul 31,-0.6,0,0,1.98,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,In-Aisle
605,948254,448,7:04 PM,Jul 21,-0.22,0,0,1.2,FRUIT - SHELF STABLE,FRUIT BOWL AND CUPS,In-Shelf
647,8090513,438,8:23 PM,Jan 20,-2.09,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
605,12695224,369,1:29 PM,Mar 4,0,0,0,2.99,CHEESE,LOAF CHEESE,Other Location Display
718,13769186,324,10:51 AM,Jan 25,0,0,0,1,EASTER,GRASS/SHRED,Other Location Display
696,1105816,31742,5:47 PM,Mar 5,-0.18,0,0,1.67,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,Front End Cap
718,972931,324,1:25 PM,Mar 5,0,0,0,1.99,MARGARINES,MARGARINE: TUBS AND BOWLS,In-Aisle
718,1054483,324,4:52 PM,Dec 18,-0.49,0,0,2.5,PROCESSED,DIPS,In-Shelf
764,1069621,33923,4:04 PM,Dec 20,-0.13,0,0,1.79,SHORTENING/OIL,CANOLA OILS,Rear End Cap
606,5568509,381,12:24 PM,Jan 11,-0.26,0,0,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
786,981760,339,8:52 AM,May 4,-0.3,0,0,0.79,EGGS,EGGS - X-LARGE,Rear Aisle
630,839419,306,9:12 PM,May 27,-3,0,0,5.99,MEAT - MISC,BREAST - BONELESS(IQF),In-Aisle
797,1029743,450,7:00 PM,May 30,0,0,0,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
712,995628,448,1:00 PM,Sep 18,-2.72,0,0,2.67,FROZEN PIZZA,PIZZA/TRADITIONAL,Front End Cap
696,839243,31742,9:47 AM,Sep 4,-0.6,0,0,2.99,VEGETABLES - SHELF STABLE,MISCELLANEOUS VEGETABLES,Rear Aisle
647,8090513,438,11:03 AM,Nov 15,-2.54,0,0,2.75,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
779,892503,343,11:32 AM,Nov 18,-1.19,0,0,2.5,FD WRAPS/BAGS/TRSH BG,ALUMINUM FOIL,Rear End Cap
699,977508,408,7:47 PM,May 2,-0.7,0,0,1.99,FRZN POTATOES,FRZN FRENCH FRIES,Front End Cap
718,10284850,324,1:12 PM,Mar 13,0,0,0,0.2,CANDY - PACKAGED,GUM (PACKAGED),Front Aisle
768,1063175,323,6:19 AM,Oct 18,0,0,0,1,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,Other Location Display
788,1108131,360,2:01 PM,Sep 12,0,0,0,2.09,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Front End Cap
788,1108131,360,2:13 PM,Sep 12,0,0,0,2.09,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Front End Cap
764,1097889,361,12:54 PM,Jun 6,-6.99,0,0,0,SEAFOOD - FROZEN,FRZN MULTI SERVE ENTREES ALL,Rear Aisle
786,878715,339,9:29 AM,Jun 16,0,0,0,14.99,BEERS/ALES,BEERALEMALT LIQUORS,Mid-Aisle End Cap
601,13382308,329,5:56 PM,Feb 26,-0.79,0,0,2,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,Front End Cap
786,972665,339,9:16 AM,Jul 7,0,0,0,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,Other Location Display
718,917384,324,9:30 PM,Nov 6,-2.7,0,0,10.99,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,Rear End Cap
661,1138292,427,7:50 PM,Nov 7,-0.42,0,0,3.73,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,Other Location Display
718,857620,324,2:56 PM,Jan 4,-0.1,0,0,1.39,FITNESS&DIET,FITNESS&DIET - BARS,In-Aisle
753,859075,396,5:50 PM,Jan 5,-0.56,0,0,3,CHEESE,SHREDDED CHEESE,Rear Aisle
680,1053176,352,5:10 PM,Apr 19,-0.5,0,0,1.49,BLEACH,LIQUID BLEACH,Rear End Cap
605,1010681,369,10:00 AM,Jul 18,-1.19,0,0,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,In-Shelf
788,1039589,318,5:36 PM,May 14,0,0,0,1,BAG SNACKS,PRETZELS,Other Location Display
768,16219163,323,4:21 PM,Oct 3,0,0,0,4.99,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,Front End Cap
762,1068719,31862,7:38 PM,Sep 3,-0.19,0,0,2.2,SUGARS/SWEETNERS,SUGAR,Rear End Cap
706,932863,343,10:03 PM,Aug 6,-2.99,0,0,2.99,HOT DOGS,PREMIUM - MEAT,In-Aisle
699,868764,408,8:46 AM,Sep 30,-3.16,0,0,4,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
762,851101,31862,5:33 PM,Jul 3,0,0,0,1.99,MAGAZINE,TV/MOVIE-MAGAZINE,In-Aisle
725,1092026,400,5:39 PM,Jul 3,-1.18,0,0,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
718,846823,324,4:41 PM,Apr 17,-0.98,0,0,5,DINNER SAUSAGE,SMOKED/COOKED,Other Location Display
630,5995165,306,2:34 PM,May 10,-0.49,0,0,0.5,CANDY - CHECKLANE,CHEWING GUM,Side-Aisle End Cap
764,8014645,368,4:18 PM,Aug 23,-0.19,0,0,2.5,REFRGRATD DOUGH PRODUCTS,MISC REFRIG DOUGH PRODUCTS,In-Aisle
647,9527494,343,6:31 PM,Oct 12,0,0,0,2,BAG SNACKS,POTATO CHIPS,Side-Aisle End Cap
614,1045220,288,10:21 PM,Jul 16,-0.84,0,0,3.16,MEAT - SHELF STABLE,PASTA: CANNED,Rear End Cap
680,823704,424,4:40 PM,Jul 20,-1.29,0,0,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
699,1008814,408,1:47 PM,Jan 22,-2.09,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
788,925514,360,9:10 PM,Apr 6,-0.35,0,0,0.25,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,In-Aisle
718,863762,324,6:06 PM,Jan 24,0,0,0,20,PREPAID WIRELESS&ACCESSORIES,PREPAID WIRELESS CARDS,Other Location Display
712,987562,448,11:12 AM,Feb 2,-0.53,0,0,1.25,CHEESE,SHREDDED CHEESE,In-Aisle
706,836281,32004,6:41 PM,Feb 6,-0.4,0,0,0.39,VEGETABLES - SHELF STABLE,CARROTS,Rear End Cap
768,991592,323,3:45 PM,Feb 6,-0.03,0,0,2,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,Front End Cap
706,883404,421,7:29 PM,Dec 26,-0.3,0,0,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
766,5569230,333,2:57 PM,Jul 11,-1.81,0,0,2.88,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Front Aisle
779,912330,343,7:10 PM,Oct 4,0,0,0,11.99,DOMESTIC WINE,PREMIUM 750ML WINES,Side-Aisle End Cap
768,1048893,323,2:17 PM,Jun 1,-0.24,0,0,1.76,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,Front End Cap
779,1051989,343,1:32 PM,Jun 1,-0.49,0,0,2.5,DINNER SAUSAGE,SMOKED/COOKED,In-Aisle
766,962199,333,8:14 PM,Aug 14,-1.18,0,0,2,WATER,FORTIFIED/ENERGY WATER,Side-Aisle End Cap
696,1003188,31742,3:31 PM,Oct 20,-0.6,0,0,2.58,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,Other Location Display
712,1136171,448,9:12 AM,Oct 20,0,0,0,4.29,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,Other Location Display
768,845705,323,6:31 AM,Oct 21,-1,0,0,0.99,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,In-Aisle
768,1029743,323,12:35 PM,Aug 10,0,0,0,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
601,1084310,306,3:09 PM,Oct 19,-0.69,0,0,2,COOKIES/CONES,CHOCOLATE COVERED COOKIES,Front End Cap
606,9526757,446,10:27 PM,Jun 10,-0.26,0,0,1.88,BAG SNACKS,POTATO CHIPS,Rear End Cap
607,854405,432,2:25 AM,Oct 10,-3,0,0,6.99,MEAT - MISC,BREAST - BONELESS(IQF),Rear Aisle
787,1104414,443,6:51 PM,Sep 2,-1.11,0,0,1.88,CRACKERS/MISC BKD FD,SNACK CRACKERS,In-Aisle
740,973861,370,11:50 AM,Nov 8,-0.58,0,0,1,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,Other Location Display
762,834117,31862,3:44 PM,Nov 13,-0.4,0,0,3.59,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,Front End Cap
753,852080,317,7:10 PM,Dec 17,-1.6,0,0,3.99,COFFEE,GROUND COFFEE,Side-Aisle End Cap
762,1027691,391,9:05 PM,Jan 13,-1.21,0,0,1.88,CRACKERS/MISC BKD FD,SNACK CRACKERS,Front End Cap
762,13986595,31862,12:50 PM,Apr 21,-0.55,0,0,3.34,HAIR CARE PRODUCTS,SHAMPOO,Side-Aisle End Cap
786,972665,339,8:52 AM,May 4,0,0,0,3.79,BREAKFAST SAUSAGE/SANDWICHES,OTHER,Other Location Display
786,911470,339,8:57 AM,Sep 26,-0.58,0,0,1,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,Mid-Aisle End Cap
