householdid,productid,cartid,storeid,transactiontime,daydate,salesvalue,productdesc,productsubdesc,qty,displayadtypedesc,loyaltydiscount,coupondiscount,couponmatchdiscount
725,914190,41324762648,400,5:47 PM,Oct 1,6,CHEESE,CREAM CHEESE,6,Rear Aisle,-2.7,0,0
725,892008,34762442629,400,7:03 PM,May 20,2,MEAT - SHELF STABLE,PASTA: CANNED,2,In-Shelf,0,0,0
622,13115703,40300610452,298,10:35 AM,Jul 22,2.5,BAG SNACKS,POTATO CHIPS,1,In-Aisle,-0.49,0,0
764,10285106,41337835270,33923,8:40 AM,Oct 2,2,CANDY - PACKAGED,CANDY BARS (MULTI PACK),2,Front Aisle,-0.98,0,0
718,856335,34851302350,324,6:42 PM,May 24,2.12,CONVENIENT BRKFST/WHLSM SNACKS,GRANOLA BARS,1,Rear End Cap,-0.17,0,0
715,1075074,40788797084,415,2:25 PM,Aug 31,1,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,1,Rear End Cap,-0.23,0,0
718,867668,36030402463,324,6:51 PM,Jun 28,2.19,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,Rear Aisle,-0.1,0,0
706,9194207,41628140109,343,6:10 AM,Oct 24,2,CANDY - PACKAGED,CANDY BARS (MULTI PACK),2,Front Aisle,-0.98,0,0
614,837527,41704731487,288,6:15 PM,Oct 30,1,COOKIES/CONES,VENDOR SIZE/SINGLE SERVE COOKI,1,Front Aisle,-0.29,0,0
605,15596705,42185663523,369,10:05 AM,Dec 5,2.77,COLD CEREAL,KIDS CEREAL,1,Rear End Cap,-3.02,0,0
715,881608,42198837408,415,3:25 PM,Dec 6,1,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,1,Front End Cap,0,0,0
718,7441391,27817367181,324,5:49 PM,Mar 12,0.2,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle,0,0,0
725,987562,28257906035,400,12:54 PM,Apr 17,1.67,CHEESE,SHREDDED CHEESE,1,In-Aisle,-1.02,0,0
753,926065,30106031927,396,7:54 PM,Aug 6,1,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,Rear End Cap,-0.49,0,0
696,938700,31114680576,369,1:22 PM,Oct 5,1,VEGETABLES - SHELF STABLE,CORN,2,In-Shelf,-0.58,0,0
786,989069,29277335225,339,8:58 AM,Jun 23,2.69,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,Rear Aisle,-0.3,0,0
607,918368,29329812801,432,8:41 PM,Jun 25,1.25,CHEESE,SHREDDED CHEESE,1,Rear Aisle,-0.64,0,0
766,1105917,31070798047,333,4:02 PM,Oct 2,2,BUTTER,BUTTER,1,In-Aisle,-1.89,0,0
786,1121346,30743320197,339,9:03 AM,Sep 7,3.5,SOAP - LIQUID & BAR,BAR SOAP,1,Mid-Aisle End Cap,-1.09,0,0
712,1011676,30743502265,369,1:17 PM,Sep 7,10.99,DOMESTIC WINE,ULTRA PREMIUM WINES,1,Side-Aisle End Cap,0,0,0
718,987480,31896041779,324,4:47 PM,Nov 27,0.25,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle,-0.35,0,0
718,927191,32149761511,324,4:52 PM,Dec 18,0.94,SEAFOOD - SHELF STABLE,TUNA,2,In-Shelf,-0.1,0,0
718,924804,33002307002,324,6:09 PM,Feb 11,0,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,1,Other Location Display,-2.39,0,0
718,922907,33118530512,327,11:13 AM,Feb 19,1.79,CHEESE,IWS SINGLE CHEESE,1,In-Aisle,-0.1,0,0
755,898432,32478657146,382,5:02 PM,Jan 6,3.98,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,2,In-Aisle,-1.02,0,0
731,15926864,40941460189,396,9:32 AM,Sep 12,2.5,BAG SNACKS,POTATO CHIPS,1,Side-Aisle End Cap,0,0,0
766,1125724,34577684050,333,8:50 PM,May 15,1,SOAP - LIQUID & BAR,LIQUID SOAP,1,Front Aisle,-0.69,0,0
712,1044805,40968800577,448,11:25 AM,Sep 13,1.79,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1,Rear End Cap,0,0,0
692,1115874,35145890916,335,12:12 PM,May 31,1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,3,Front Aisle,-0.77,0,0
768,1117964,35333727896,323,9:26 PM,Jun 3,0.88,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,1,Front End Cap,-0.12,0,0
786,819518,40788535237,339,9:05 AM,Aug 31,2,FRUIT - SHELF STABLE,CRANBERRY SAUCE,2,In-Shelf,-1.58,0,0
762,838563,35726787294,31862,8:24 PM,Jun 18,1.85,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,1,Rear End Cap,0,0,0
718,850290,35841777090,324,5:03 PM,Jun 21,1.8,DINNER MXS:DRY,SKILLET DINNERS,2,Rear End Cap,-0.2,0,0
680,13190294,40533252693,424,4:11 PM,Aug 10,3,BAG SNACKS,POTATO CHIPS,2,Other Location Display,-0.16,0,0
768,926318,41944610067,323,6:32 AM,Nov 17,1,WATER,NON-CARB WATER FLVR - DRNK/MNR,1,Rear Aisle,-0.49,0,0
607,960732,30871497999,432,11:03 PM,Sep 17,2.5,COLD CEREAL,ALL FAMILY CEREAL,1,Rear End Cap,-1.49,0,0
696,9526411,29484070669,358,11:33 AM,Jul 3,2.14,BAG SNACKS,POTATO CHIPS,1,In-Aisle,0,0,0
740,5591083,29484856407,404,2:27 PM,Jul 5,2,CHEESE,SHREDDED CHEESE,1,Side-Aisle End Cap,-1.99,0,0
788,849843,33655325942,360,2:18 PM,Mar 23,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,In-Aisle,-0.41,0,0
768,12384729,33956945888,323,11:43 AM,Apr 14,2.59,CHEESE,MISCELLANEOUS CHEESE,1,Other Location Display,0,0,0
718,9337729,32007132274,324,4:49 PM,Dec 7,1.55,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,1,Rear End Cap,-0.1,0,0
718,1098066,32957471270,324,2:04 PM,Feb 8,1.2,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,In-Aisle,-0.09,0,0
741,13671433,33106722226,315,8:48 PM,Feb 19,5.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-MISC,2,Other Location Display,-5.99,0,0
631,17105058,41160467198,389,4:26 PM,Sep 22,2.5,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,1,In-Shelf,-0.39,0,0
706,976199,41366228521,32004,5:26 PM,Oct 4,1.88,BUTTER,BUTTER,1,In-Aisle,-1.11,0,0
718,9527290,34338772060,324,5:14 PM,May 10,1.81,BAG SNACKS,POTATO CHIPS,1,Side-Aisle End Cap,-0.19,0,0
788,907994,34574000274,360,10:47 AM,May 11,1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,4,Front Aisle,-1.38,0,0
741,842140,34576932302,315,9:10 PM,May 14,1.67,CHEESE,SHREDDED CHEESE,1,Side-Aisle End Cap,-1.12,0,0
788,1043590,34577228505,318,5:36 PM,May 14,3.58,SHORTENING/OIL,VEGETABLE/SALAD OIL,2,Rear End Cap,-0.26,0,0
630,981760,35109078007,329,5:52 PM,May 29,0.79,EGGS,EGGS - X-LARGE,1,In-Aisle,-0.3,0,0
712,981760,35145795382,448,10:35 AM,May 31,0.79,EGGS,EGGS - X-LARGE,1,Rear Aisle,-0.3,0,0
718,1064455,41109841965,324,6:11 PM,Sep 18,8.99,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,1,In-Aisle,0,0,0
718,859075,40025940647,324,12:10 PM,Jun 30,4.41,CHEESE,SHREDDED CHEESE,3,Side-Aisle End Cap,-0.39,0,0
696,15740900,40072802549,31742,8:23 PM,Jul 4,2.49,BAG SNACKS,CANISTER POTATO/TORT CHIPS,1,Side-Aisle End Cap,0,0,0
631,1043035,41848066228,389,1:59 PM,Nov 10,1.34,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,2,Other Location Display,-0.44,0,0
715,1128665,41904785584,415,10:46 AM,Nov 14,0.4,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,Front Aisle,-0.79,0,0
631,1043035,41904801393,389,2:00 PM,Nov 14,1.34,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,2,Other Location Display,-0.44,0,0
718,5996494,27687100515,324,10:21 AM,Mar 2,2,SPRING/SUMMER SEASONAL,MISC HOLIDAYS,3,Rear End Cap,0,0,0
788,1064299,27733116639,360,7:52 PM,Mar 5,2.5,ICE CREAM/MILK/SHERBTS,PREMIUM,1,Front End Cap,-2.69,0,0
725,859075,28601135946,400,12:41 PM,May 8,5,CHEESE,SHREDDED CHEESE,3,In-Aisle,-3.07,0,0
631,1091976,28675990938,389,12:16 PM,May 15,0.69,CONDIMENTS/SAUCES,SALAD MUSTARD,1,In-Shelf,-0.3,0,0
788,12757140,30818911014,360,2:13 PM,Sep 12,2.5,BAG SNACKS,POTATO CHIPS,1,In-Aisle,-0.49,0,0
696,976199,30822110556,31742,11:22 AM,Sep 13,5,BUTTER,BUTTER,2,Rear Aisle,-2.18,0,0
762,1010190,28853526485,432,3:15 PM,May 27,1.34,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,Side-Aisle End Cap,-0.25,0,0
631,1011736,29157638595,389,7:16 PM,Jun 14,1,CONDIMENTS/SAUCES,CATSUP,1,Rear End Cap,-0.99,0,0
761,868764,31468120261,343,8:14 PM,Oct 29,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,Rear Aisle,-1.18,0,0
718,973861,31623987726,324,9:30 PM,Nov 6,1.48,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,2,Other Location Display,-0.1,0,0
718,981760,32760315615,324,10:51 AM,Jan 25,1.11,EGGS,EGGS - X-LARGE,1,Rear Aisle,-0.08,0,0
712,999270,31969330475,448,11:51 AM,Dec 3,5,BACON,ECONOMY,2,Rear Aisle,-2.98,0,0
696,992071,32895142464,31742,9:55 PM,Feb 4,14.99,IMPORTED WINE,AUSTRALIAN/NZ WINES,1,Other Location Display,0,0,0
771,905059,33768255441,424,10:07 AM,Apr 1,2,SOAP - LIQUID & BAR,LIQUID SOAP,2,Front Aisle,-1.98,0,0
715,7168026,40666936470,443,3:57 PM,Aug 21,2.88,ICE CREAM/MILK/SHERBTS,PREMIUM,1,Front End Cap,-2.71,-1,0
718,15511233,40969142696,324,7:36 PM,Sep 13,3.99,TOYS AND GAMES,DIECAST MINI,1,Front End Cap,0,0,0
725,1130858,34762442629,400,7:03 PM,May 20,4,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2,Rear Aisle,-3.38,0,0
761,950824,34762566457,343,12:04 PM,May 20,1,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,In-Aisle,-0.59,0,0
718,898212,40336086654,324,4:57 PM,Jul 24,2.4,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Side-Aisle End Cap,-0.19,0,0
718,916381,40801097170,324,5:41 PM,Sep 1,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle,-0.71,0,0
725,5569230,35598355795,400,12:36 PM,Jun 11,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2,In-Aisle,-4.38,-2.5,0
761,1003159,41124942383,343,12:43 PM,Sep 20,1.98,SOUP,DRY SOUP,2,In-Aisle,-1,0,0
647,17901795,42076927732,438,8:20 PM,Nov 27,0.5,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,1,Front Aisle,0,0,0
788,1118648,42136081096,360,4:21 PM,Dec 1,2,BABY HBC,BABY WIPES,2,Front Aisle,-1.98,0,0
764,1029743,42152912727,33923,3:47 PM,Dec 2,2.89,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,0,0,0
715,1128665,27817336138,389,12:49 PM,Mar 12,1.2,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,6,Front Aisle,-2.37,0,0
607,1002980,27828943672,372,6:40 PM,Mar 13,1,LUNCHMEAT,POULTRY,1,Rear Aisle,-0.5,0,0
631,5590287,27853407338,389,3:57 PM,Mar 15,0.44,YOGURT,YOGURT NOT MULTI-PACKS,1,In-Aisle,0,0,0
718,8091550,28379650327,324,9:16 AM,Apr 27,3.59,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2,Rear Aisle,-4.39,0,0
786,989069,30055145360,339,9:59 AM,Aug 4,2.79,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,Rear Aisle,-0.2,0,0
718,1037076,31058882563,324,6:22 PM,Oct 1,4.59,HEAT/SERVE,ENTREES,1,Rear Aisle,-0.4,0,0
788,938700,31723340427,360,11:18 AM,Nov 14,5,VEGETABLES - SHELF STABLE,CORN,10,Other Location Display,-2.9,0,0
718,981760,32730776617,324,4:54 PM,Jan 22,2.22,EGGS,EGGS - X-LARGE,2,Rear Aisle,-0.16,-1.58,0
786,972665,32187215236,339,9:16 AM,Dec 22,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1,Other Location Display,0,0,0
699,1096036,33432920437,408,10:29 AM,Mar 15,2.5,CHEESE,IWS SINGLE CHEESE,2,In-Aisle,-1.22,0,0
715,1106523,34010827731,389,3:28 PM,Apr 19,2,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,-0.69,0,0
786,1106523,33155550302,339,8:59 AM,Feb 23,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Other Location Display,0,0,0
630,994262,34642161262,306,2:14 PM,May 16,3,FROZEN PIZZA,PIZZA/ECONOMY,3,Front End Cap,0,0,0
731,13987135,34664567519,355,8:15 PM,May 18,1.6,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,2,Rear End Cap,-1.07,0,0
706,15596515,35219184068,343,4:47 PM,Jun 1,1.49,COLD CEREAL,KIDS CEREAL,1,Front End Cap,-3.3,0,0
786,1065538,41062855168,339,8:10 AM,Sep 17,15.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Mid-Aisle End Cap,0,0,0
733,879948,41062941787,356,4:27 PM,Sep 17,0.25,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle,-0.35,0,0
696,1004909,35840631867,31742,6:17 PM,Jun 19,1,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,1,Rear End Cap,-0.05,0,0
696,852182,41124415807,31742,12:25 PM,Sep 20,1,COCOA MIXES,HOT CHOCOLATE COCOA MIX,1,Other Location Display,-1.09,0,0
718,916381,40827018158,324,6:31 PM,Sep 3,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,In-Aisle,-1.42,0,0
788,17900896,41931556261,360,2:49 PM,Nov 16,2,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,4,Front Aisle,0,0,0
661,5569230,42038904030,427,8:05 PM,Nov 24,11,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,4,Front End Cap,-7.76,0,0
622,1045220,42049686420,356,5:39 PM,Nov 25,4,MEAT - SHELF STABLE,PASTA: CANNED,4,Other Location Display,0,0,0
725,1068719,29221796074,400,1:05 PM,Jun 18,0.99,SUGARS/SWEETNERS,SUGAR,1,Rear End Cap,-1,0,0
718,9526275,28081501506,324,3:38 PM,Apr 3,5.36,ORAL HYGIENE PRODUCTS,TOOTHPASTE,2,Side-Aisle End Cap,0,0,0
607,883404,28344318024,31862,10:03 PM,Apr 24,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,Other Location Display,0,0,0
797,941379,28345095251,450,9:28 AM,Apr 25,4,COOKIES/CONES,GRAHAM CRACKERS,2,Rear End Cap,-2.78,0,0
766,1055207,28345350537,322,1:11 PM,Apr 24,1,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,Front End Cap,-1.99,0,0
787,957736,28235721692,389,1:42 PM,Apr 12,18,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,4,In-Shelf,-5.96,0,0
607,1068719,28379285151,432,8:13 AM,Apr 27,1.99,SUGARS/SWEETNERS,SUGAR,1,Other Location Display,0,0,0
607,1129822,28379285153,432,8:14 AM,Apr 27,0.5,CANDY - PACKAGED,CHEWING GUM,1,Front Aisle,-0.49,0,0
788,832678,30130070363,360,11:31 AM,Aug 8,2.14,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,Rear End Cap,0,0,0
779,8090537,31623976856,438,4:25 PM,Nov 6,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Rear Aisle,-2.09,0,0
647,8090537,31624542438,438,5:54 PM,Nov 7,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Rear Aisle,-2.09,0,0
722,1029968,31624960945,359,2:02 PM,Nov 8,1,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1,In-Shelf,-0.08,0,0
740,913785,31789225417,404,11:04 AM,Nov 19,1,CONDIMENTS/SAUCES,CATSUP,1,Rear End Cap,-0.37,0,0
718,857849,31833292650,324,6:14 PM,Nov 22,1.32,MARGARINES,MARGARINE  STICK,2,Side-Aisle End Cap,0,0,0
718,910032,33294420824,324,1:25 PM,Mar 5,3.29,HOT DOGS,PREMIUM - MEAT,2,Rear Aisle,-3.29,0,0
699,981760,32259591301,408,2:44 PM,Dec 28,2,EGGS,EGGS - X-LARGE,2,In-Aisle,-0.38,0,0
715,1127758,32556966396,389,12:23 PM,Jan 11,3.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,2,Rear End Cap,-3.99,0,0
788,889731,33180306806,360,8:29 PM,Feb 25,1,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,In-Aisle,-0.59,0,0
761,910032,32602765644,343,9:50 AM,Jan 14,3.29,HOT DOGS,PREMIUM - MEAT,2,Rear Aisle,-3.29,0,0
605,1008324,40186788767,369,1:56 PM,Jul 13,1.55,FROZEN MEAT,FRZN BREADED PREPARED CHICK,1,Mid-Aisle End Cap,-1.29,-0.55,-0.45
761,5568378,34267844662,343,7:44 PM,May 6,2.75,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Other Location Display,0,0,0
699,1050741,40680410865,408,12:10 PM,Aug 22,5.99,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,1,In-Aisle,-2.2,0,0
786,972665,41008405264,448,10:12 AM,Sep 15,3.79,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1,Other Location Display,0,0,0
718,1092026,41260042600,324,6:15 PM,Sep 27,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,Rear End Cap,-1.58,0,0
631,1043035,41400761260,389,1:41 PM,Oct 7,0.89,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,1,Rear End Cap,0,0,0
712,5570383,41382966652,448,12:59 PM,Oct 5,2.67,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-2.02,0,0
725,1096036,41587677288,400,6:07 PM,Oct 21,2.5,CHEESE,IWS SINGLE CHEESE,2,In-Aisle,-1.22,0,0
764,981760,41599741321,33923,4:14 PM,Oct 22,1.98,EGGS,EGGS - X-LARGE,2,Front End Cap,-0.4,0,0
764,981760,41652667176,33923,8:29 PM,Oct 26,0.99,EGGS,EGGS - X-LARGE,1,Front End Cap,-0.2,0,0
779,6533362,42097849816,343,5:44 PM,Nov 29,2.75,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-1.74,0,0
715,981760,42198837408,415,3:25 PM,Dec 6,2.64,EGGS,EGGS - X-LARGE,3,In-Aisle,-1.65,0,0
718,8119097,28344487130,327,6:21 PM,Apr 24,1,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,Front End Cap,-1.99,0,0
787,1113274,30035656429,443,1:13 PM,Jul 27,5.5,PAPER TOWELS,PAPER TOWELS & HOLDERS,1,Rear End Cap,-3.95,0,0
718,9194207,28629376057,324,12:41 PM,May 11,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,Front Aisle,-0.39,0,0
715,1042907,30055367294,389,2:32 PM,Aug 4,5,BACON,PREMIUM,2,Rear Aisle,-2.58,0,0
788,5568378,31281055364,360,11:13 AM,Oct 18,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Front End Cap,-0.87,0,0
771,8119004,28790487286,424,3:38 PM,May 25,4.99,HEAT/SERVE,BEEF - FULLY COOKED,1,Other Location Display,-2.4,0,0
718,12263439,31185086866,324,3:32 PM,Oct 11,2,BAKING MIXES,MISCELLANEOUS PACKAGE MIXES,1,In-Shelf,-0.49,0,0
630,9655078,30018166367,306,2:44 PM,Jul 31,2.88,ICE CREAM/MILK/SHERBTS,PREMIUM,1,Rear End Cap,-2.51,0,0
761,993466,30033971902,343,12:58 PM,Jul 24,3,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,2,In-Aisle,-2.18,0,0
768,859075,31735225663,323,10:58 AM,Nov 15,1.89,CHEESE,SHREDDED CHEESE,1,Other Location Display,0,0,0
718,926646,31896041779,324,4:47 PM,Nov 27,0.5,CANDY - CHECKLANE,MINTS CANDY & BREATH (NOT LIF,2,Front Aisle,-0.69,0,0
771,13381517,33409692524,359,9:28 PM,Mar 13,1,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,1,Side-Aisle End Cap,0,0,0
718,857849,33002307002,324,6:09 PM,Feb 11,0.66,MARGARINES,MARGARINE  STICK,1,Other Location Display,0,0,0
786,9527494,32187215236,339,9:16 AM,Dec 22,1.88,BAG SNACKS,POTATO CHIPS,1,Mid-Aisle End Cap,-0.12,0,0
733,1029743,33433177227,356,3:47 PM,Mar 15,2.32,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Other Location Display,0,0,0
706,14025055,40127740525,343,8:51 PM,Jul 9,1,BAG SNACKS,MISC SNACKS,1,Side-Aisle End Cap,-0.99,0,0
696,9420067,34141490401,31742,10:41 AM,Apr 28,3.29,YOGURT,YOGURT MULTI-PACKS,1,Front End Cap,-0.4,0,0
718,15629871,34186636844,324,5:54 PM,May 1,1.5,DOG FOODS,DOG TREATS (SOFT TREATS),1,Rear End Cap,0,0,0
706,981760,35219184068,343,4:47 PM,Jun 1,0.79,EGGS,EGGS - X-LARGE,1,In-Aisle,-0.3,0,0
631,1043035,41440190623,389,10:59 AM,Oct 10,1.78,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,2,Rear End Cap,0,0,0
768,845193,41519020377,323,9:39 AM,Oct 16,5,FROZEN PIZZA,SNACKS/APPETIZERS,3,Rear End Cap,-1.87,0,0
647,945998,41918185568,438,11:03 AM,Nov 15,3.09,CHEESE,MISCELLANEOUS CHEESE,1,In-Aisle,0,0,0
622,921744,42049686420,356,5:39 PM,Nov 25,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Other Location Display,-0.71,0,0
680,941006,30579982920,424,6:03 PM,Aug 26,2.19,SHORTENING/OIL,COOKING SPRAYS,1,Side-Aisle End Cap,-0.2,0,0
725,826249,29787875209,400,8:33 AM,Jul 19,0.79,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,In-Aisle,-0.5,0,0
731,9487727,32614216426,445,4:17 PM,Jan 15,1,JUICE,JUICE (UNDER 10% JUICE),1,Front Aisle,-0.49,0,0
771,1079622,32716000602,424,11:12 AM,Jan 21,1.49,EASTER,EASTER EGG COLORING,1,Rear Aisle,0,0,0
718,826249,32957471270,324,2:04 PM,Feb 8,1.2,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,Other Location Display,-0.09,0,0
741,982485,32113697249,315,7:50 PM,Dec 15,4,RICE CAKES,RICE CAKES,2,Other Location Display,-1.38,0,0
786,981086,32113765188,339,8:54 AM,Dec 15,2.5,BREAKFAST SAUSAGE/SANDWICHES,FRESH,1,Rear Aisle,-1.29,0,0
605,965772,33460991096,369,10:11 PM,Mar 18,3.34,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,Mid-Aisle End Cap,-0.65,0,0
631,1003188,40097903189,389,5:31 PM,Jul 6,2.58,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,2,Side-Aisle End Cap,-0.4,0,0
722,13190673,40618685603,359,11:28 AM,Aug 17,0.66,CANDY - PACKAGED,CANDY BARS (SINGLES)(INCLUDING,2,Front Aisle,0,0,0
766,1059922,34104237609,333,3:50 PM,Apr 26,2.29,CHEESE,NATURAL CHEESE EXACT WT CHUNKS,1,In-Aisle,-1.7,0,0
696,1126899,34338272874,31742,9:36 PM,May 10,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,0,0,0
630,1096036,35080587532,306,9:12 PM,May 27,1.25,CHEESE,IWS SINGLE CHEESE,1,In-Aisle,-0.61,0,0
761,981760,35081235330,343,9:43 PM,May 28,0.79,EGGS,EGGS - X-LARGE,1,In-Aisle,-0.3,0,0
768,862799,40765518080,323,5:04 PM,Aug 30,3.99,COFFEE,GROUND COFFEE,1,Rear End Cap,-3.25,0,0
768,917384,41351843865,323,4:21 PM,Oct 3,9.99,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,1,Rear End Cap,-4,0,0
725,903233,40484756074,400,1:56 PM,Aug 6,1.25,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1,Front End Cap,-0.58,0,0
696,15924953,40061752444,31742,8:15 PM,Jul 3,1,CANDY - PACKAGED,MISCELLANEOUS CANDY (INCLUDING,1,Front Aisle,0,0,0
753,957190,41758080716,396,1:45 PM,Nov 2,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,Other Location Display,-0.79,0,0
768,834117,41795311346,323,1:52 PM,Nov 6,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,1,Other Location Display,0,0,0
766,923746,41878755657,322,2:30 PM,Nov 12,1.29,EGGS,EGGS - LARGE,1,Rear Aisle,-0.43,0,0
715,869047,41904785584,415,10:46 AM,Nov 14,3.99,DINNER SAUSAGE,SMOKED/COOKED - BEEF,2,Rear Aisle,-3.99,0,0
712,837304,28093175416,448,10:35 AM,Apr 4,3.99,DINNER SAUSAGE,SMOKED/COOKED,1,Rear Aisle,0,0,0
718,965378,32932031895,324,5:43 PM,Feb 5,2.06,COOKIES/CONES,CONES,1,Other Location Display,-0.23,0,0
741,1080414,32113697249,315,7:50 PM,Dec 15,1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,3,Other Location Display,-0.79,0,0
771,890882,32113875035,359,6:44 AM,Dec 15,1.34,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,2,In-Shelf,-1.24,0,0
699,13095135,34103955361,408,10:16 AM,Apr 26,4.5,HAIR CARE PRODUCTS,DANDRUFF-MEDICATED SHAMPOOS,1,Rear End Cap,-1.49,0,0
622,981760,34133564395,356,9:30 AM,Apr 27,0.79,EGGS,EGGS - X-LARGE,1,Rear Aisle,-0.35,0,0
712,999270,34575332483,369,12:59 PM,May 12,5,BACON,ECONOMY,2,Rear Aisle,-2.98,0,0
