Column1,householdid,productid,storeid,daydate,transactiontime,displayadtypedesc
4633,733,5569471,356,Nov 11,4:01 PM,In-Aisle
4634,699,1077555,408,Apr 3,6:11 PM,In-Aisle
4635,762,1050699,31862,Jul 29,3:55 PM,Rear Aisle
4636,762,5582712,31862,Jul 29,3:55 PM,Other Location Display
4637,766,1075214,322,May 15,4:50 PM,Front End Cap
4638,725,8118683,400,May 18,10:53 AM,Front End Cap
4639,731,8090521,355,May 19,12:35 PM,Front Aisle
4640,712,1038217,369,Sep 16,11:55 AM,Other Location Display
4641,755,10356057,388,Jun 8,7:02 PM,Other Location Display
4642,607,826249,432,Jun 8,1:16 PM,Other Location Display
4643,661,13038925,427,Oct 27,1:38 AM,In-Shelf
4644,725,879504,400,Jan 16,2:27 PM,Other Location Display
4645,718,1029743,31782,Nov 5,6:38 PM,Other Location Display
4646,601,902640,306,Nov 7,10:23 AM,Side-Aisle End Cap
4647,788,12172355,360,Mar 4,6:35 PM,Front Aisle
4648,631,5591939,389,Jan 25,4:25 PM,Front End Cap
4649,718,1007764,324,Jan 25,10:51 AM,Other Location Display
4650,725,1109370,400,Nov 20,2:45 PM,Rear Aisle
4651,725,826249,400,Feb 5,2:08 PM,In-Aisle
4652,753,1053690,396,Dec 11,4:07 PM,Rear Aisle
4653,630,9526410,306,Jan 10,4:56 PM,Other Location Display
4654,718,1048200,324,May 4,1:24 PM,Front End Cap
4655,699,15926863,408,Aug 22,12:10 PM,Side-Aisle End Cap
4656,764,1029743,33923,Jul 23,8:59 PM,Front End Cap
4657,712,1044805,448,May 24,11:23 AM,In-Shelf
4658,696,1096290,31742,Jun 28,11:02 AM,In-Aisle
4659,647,15778319,343,Jun 28,2:40 PM,Side-Aisle End Cap
4660,741,1032564,315,Dec 7,2:05 PM,Other Location Display
4661,630,893018,355,Apr 29,6:02 PM,Other Location Display
4662,762,1106390,31862,May 11,3:43 PM,Rear Aisle
4663,661,5569230,427,May 12,1:33 AM,Front End Cap
4664,779,5568489,343,Jul 27,8:20 PM,Rear Aisle
4665,712,9445671,448,Oct 19,12:06 PM,In-Aisle
4666,630,837107,306,Oct 7,3:22 PM,In-Aisle
4667,740,937292,404,Aug 10,2:02 PM,Rear Aisle
4668,715,1033615,354,Jun 2,3:32 PM,Rear End Cap
4669,771,9553031,410,Aug 28,9:28 PM,Front Aisle
4670,722,877337,359,Aug 18,12:28 PM,Side-Aisle End Cap
4671,680,871756,424,Aug 26,6:03 PM,Side-Aisle End Cap
4672,797,940947,450,Aug 27,4:42 PM,Rear Aisle
4673,718,923746,324,Jul 3,10:14 AM,In-Aisle
4674,718,923746,324,Jul 3,11:07 AM,In-Aisle
4675,630,1106271,306,Jul 21,6:53 PM,In-Aisle
4676,740,999270,404,Oct 3,2:36 PM,Rear Aisle
4677,768,9553347,323,Mar 31,6:28 AM,Side-Aisle End Cap
4678,712,850645,448,Feb 22,10:26 AM,In-Shelf
4679,725,893501,400,Apr 29,4:04 PM,In-Aisle
4680,718,1048200,324,May 1,5:54 PM,Front End Cap
4681,647,1137344,343,Jun 3,6:44 PM,In-Aisle
4682,771,997907,293,Jun 19,12:19 PM,Rear Aisle
4683,647,8090536,438,Nov 15,11:03 AM,In-Aisle
4684,630,923673,329,Nov 16,4:36 PM,Rear End Cap
4685,771,953320,318,Nov 16,2:21 PM,Front End Cap
4686,740,970158,404,Nov 22,5:10 PM,Front End Cap
4687,762,1038217,432,Nov 23,10:42 AM,In-Aisle
4688,779,1053690,343,Nov 23,2:08 PM,In-Aisle
4689,761,1053690,343,Nov 23,7:28 PM,In-Aisle
4690,699,1074754,408,Nov 24,12:36 PM,Front End Cap
4691,715,983034,389,Mar 16,12:42 PM,Rear Aisle
4692,725,1021235,400,Dec 16,5:42 PM,Rear End Cap
4693,771,1003218,359,Dec 30,12:38 AM,In-Aisle
4694,768,950894,323,Feb 18,6:28 AM,Rear Aisle
4695,740,9803395,370,Jan 3,5:09 PM,In-Aisle
4696,715,13095132,389,Feb 19,1:19 PM,In-Aisle
4697,696,1126899,31742,Jul 7,11:53 PM,Front End Cap
4698,716,1125199,400,May 26,9:01 AM,Rear Aisle
4699,761,1071939,343,May 28,9:43 PM,In-Aisle
4700,771,1061220,359,Aug 29,12:04 PM,In-Aisle
4701,761,849843,343,Oct 2,11:39 AM,In-Aisle
4702,722,839243,359,Sep 2,4:13 PM,In-Shelf
4703,762,1104414,31862,Sep 3,7:38 PM,Rear End Cap
4704,706,1122568,343,Aug 6,10:03 PM,Other Location Display
4705,722,839243,359,Sep 7,8:01 PM,In-Shelf
4706,716,998556,31782,Nov 5,5:03 PM,Mid-Aisle End Cap
4707,718,860975,324,Nov 7,5:43 PM,In-Aisle
4708,768,10249829,323,Apr 20,10:51 PM,Rear End Cap
4709,725,931671,400,May 18,10:53 AM,Front End Cap
4710,706,1050741,32004,May 20,11:04 PM,Front Aisle
4711,605,868319,369,Oct 8,12:20 PM,Mid-Aisle End Cap
4712,601,885697,306,Oct 19,3:09 PM,Other Location Display
4713,601,980644,306,Oct 19,3:09 PM,In-Shelf
4714,771,968988,359,Feb 27,10:06 PM,Mid-Aisle End Cap
4715,762,9832529,31862,Jan 18,1:45 PM,Front Aisle
4716,761,1090375,343,Feb 5,7:35 PM,Front Aisle
4717,606,887526,446,Feb 7,9:18 PM,Front End Cap
4718,761,1090375,343,Feb 7,1:37 PM,Front Aisle
4719,740,1029743,404,Aug 22,3:13 PM,Front End Cap
4720,761,987562,343,May 20,12:04 PM,In-Aisle
4721,761,882138,343,Jun 24,11:15 AM,Mid-Aisle End Cap
4722,725,826249,400,Oct 21,6:07 PM,Other Location Display
4723,631,896672,389,Oct 24,12:19 PM,In-Shelf
4724,722,1003188,359,Oct 25,4:26 PM,In-Shelf
4725,733,981880,356,Nov 1,6:13 PM,Rear End Cap
4726,696,913578,31742,Dec 3,7:29 PM,In-Aisle
4727,699,937292,408,Apr 18,7:35 PM,Rear Aisle
4728,733,5569471,356,Jul 27,12:30 PM,In-Aisle
4729,788,1123720,360,May 13,12:47 PM,Rear End Cap
4730,630,1042907,306,Sep 14,3:40 PM,Rear Aisle
4731,766,998303,322,May 31,3:07 PM,Front Aisle
4732,607,1056509,402,Oct 10,3:20 PM,In-Aisle
4733,696,951727,358,Jul 3,11:33 AM,Mid-Aisle End Cap
4734,797,865156,450,Aug 27,4:42 PM,Rear End Cap
4735,718,8160319,324,Jul 5,7:04 AM,Front Aisle
4736,718,1104205,324,Jul 24,8:12 AM,Rear Aisle
4737,718,1062782,324,Jul 25,6:49 PM,Other Location Display
4738,712,1100927,448,Jan 22,12:05 PM,Rear Aisle
4739,712,1100927,448,Jan 23,11:22 AM,Rear Aisle
4740,768,10204822,323,Nov 16,8:58 AM,Front Aisle
4741,696,1102456,31742,Mar 14,9:32 PM,Rear End Cap
4742,696,13876348,31742,Mar 14,9:32 PM,Rear End Cap
4743,718,5996518,324,Dec 21,8:10 PM,Other Location Display
4744,699,1094955,408,Mar 15,10:29 AM,Rear End Cap
4745,696,13777408,31742,Apr 28,10:41 AM,Rear End Cap
4746,699,1032924,408,May 1,8:12 PM,Other Location Display
4747,766,840361,333,Jul 11,2:57 PM,In-Aisle
4748,725,1065032,400,Jun 4,1:59 PM,Rear End Cap
4749,725,1098066,400,Jun 18,2:04 PM,In-Aisle
4750,699,1094955,408,Nov 24,12:36 PM,Rear End Cap
4751,647,5981267,343,Mar 22,8:04 PM,In-Shelf
4752,630,976199,306,Sep 29,4:44 PM,In-Aisle
4753,718,10456655,324,Oct 23,9:53 AM,Front Aisle
4754,786,1020210,339,Sep 4,1:10 PM,Rear Aisle
4755,764,834086,33923,Apr 16,9:07 PM,In-Shelf
4756,661,940922,427,Nov 14,8:36 PM,Other Location Display
4757,786,10285144,339,Nov 26,6:07 PM,Front End Cap
4758,706,5569471,32004,Dec 13,4:52 PM,Front End Cap
4759,715,1098066,354,Dec 13,3:49 PM,In-Aisle
4760,647,13382465,343,Mar 16,12:19 PM,Rear End Cap
4761,787,1122268,443,Sep 9,5:52 PM,Rear Aisle
4762,712,822178,448,Apr 26,11:47 AM,In-Aisle
4763,733,932702,356,Apr 26,8:57 AM,Other Location Display
4764,630,926233,306,May 27,9:12 PM,Front End Cap
4765,788,13115898,360,Jun 14,3:50 PM,In-Aisle
4766,764,1029743,33923,Sep 20,10:21 PM,Front End Cap
4767,761,9677370,343,Jun 29,3:43 PM,Front End Cap
4768,699,951821,408,Sep 30,8:34 AM,Rear Aisle
4769,725,927030,400,Jul 3,5:39 PM,Rear End Cap
4770,718,918098,324,Nov 3,6:29 PM,Rear Aisle
4771,725,1098066,400,Nov 5,5:00 PM,Other Location Display
4772,725,15717057,400,Nov 5,5:00 PM,Front End Cap
4773,715,1013999,415,Nov 11,5:47 PM,Rear End Cap
4774,630,6463729,306,Apr 18,3:38 PM,Front End Cap
4775,787,1104414,443,Sep 9,7:20 PM,In-Aisle
4776,718,5569374,324,Apr 11,11:46 AM,In-Aisle
4777,786,1123035,339,Jul 29,7:05 PM,Rear End Cap
4778,788,12648396,360,Sep 12,2:13 PM,Front Aisle
4779,764,8276172,346,Aug 12,2:28 PM,Rear Aisle
4780,622,1106523,356,Jun 20,7:04 PM,Front End Cap
4781,661,993592,427,Jun 22,7:10 PM,Front End Cap
4782,786,878715,339,Jun 23,8:58 AM,Mid-Aisle End Cap
4783,696,12187399,31742,Sep 24,11:11 AM,Front End Cap
4784,631,983858,389,Mar 3,2:10 PM,Side-Aisle End Cap
4785,692,1043590,404,Jan 25,11:36 AM,In-Aisle
4786,647,1096635,438,Feb 7,6:20 PM,Rear End Cap
4787,718,1039348,324,Feb 17,6:11 PM,Side-Aisle End Cap
4788,712,6391051,448,Jan 13,12:30 PM,In-Aisle
4789,605,1133018,369,Jul 13,1:56 PM,Other Location Display
4790,725,827180,400,Oct 1,5:47 PM,Rear End Cap
4791,761,859075,343,May 20,12:04 PM,In-Aisle
4792,764,15926638,33923,Oct 2,8:40 AM,Side-Aisle End Cap
4793,631,7139529,389,Jun 8,1:39 PM,Front End Cap
4794,631,1038217,389,Sep 20,6:31 PM,Front End Cap
4795,797,1029743,450,Aug 11,2:43 PM,Front End Cap
4796,740,7025250,404,Oct 28,7:24 PM,Front Aisle
4797,786,1130858,339,Jul 28,9:15 AM,Rear Aisle
4798,718,890695,324,Oct 17,6:01 PM,Side-Aisle End Cap
4799,699,995211,408,Jun 19,11:49 AM,In-Aisle
4800,630,6464147,306,Oct 30,2:38 PM,Front End Cap
4801,788,5569230,313,Jul 22,12:46 PM,Front Aisle
4802,740,9297615,404,Oct 3,10:16 PM,Side-Aisle End Cap
4803,761,12263788,343,Dec 1,10:46 AM,In-Aisle
4804,699,1074754,408,Mar 28,7:18 PM,Rear End Cap
4805,680,957741,424,Dec 6,5:54 PM,Rear Aisle
4806,768,957839,323,Feb 20,6:36 AM,Rear End Cap
4807,718,1125943,327,Feb 19,11:13 AM,Front End Cap
4808,768,834117,323,Sep 12,3:45 PM,Rear Aisle
4809,753,1085476,442,Aug 20,7:50 PM,Side-Aisle End Cap
4810,766,10150194,333,Sep 23,4:25 PM,Rear End Cap
4811,741,885023,315,Sep 13,8:33 PM,Rear End Cap
4812,718,1098066,324,May 31,12:17 PM,Rear Aisle
4813,788,16809431,360,Jul 29,5:40 PM,In-Aisle
4814,631,1038217,389,Sep 16,3:27 PM,Front End Cap
4815,647,819518,343,Aug 30,2:52 PM,In-Shelf
4816,605,9487325,369,Sep 26,10:30 AM,Mid-Aisle End Cap
4817,753,13910339,396,Oct 10,6:41 PM,Other Location Display
4818,771,13190194,359,Oct 14,11:55 PM,Front Aisle
4819,761,15926863,343,Nov 15,1:21 PM,In-Aisle
4820,725,893501,400,Nov 18,12:33 PM,In-Aisle
4821,614,5568378,288,Nov 19,10:19 AM,Front End Cap
4822,696,965766,31742,Apr 28,7:57 PM,Rear Aisle
4823,797,6463789,450,Apr 25,9:28 AM,Rear End Cap
4824,699,1118046,408,Mar 17,8:14 PM,Rear Aisle
4825,788,849843,313,Oct 4,3:20 PM,In-Aisle
4826,706,972665,384,Jun 14,8:31 PM,Other Location Display
4827,788,849843,313,Jun 28,11:17 PM,In-Aisle
4828,699,1021562,408,Sep 6,8:33 AM,In-Aisle
4829,740,937928,370,Nov 8,11:50 AM,In-Shelf
4830,706,1029743,32004,Feb 16,4:10 PM,Other Location Display
4831,605,965772,339,Jan 1,12:17 PM,Other Location Display
4832,631,5585635,389,Sep 22,12:27 PM,In-Aisle
4833,755,13072850,388,Apr 23,1:47 PM,Other Location Display
4834,786,981760,339,May 13,4:50 PM,Rear Aisle
4835,755,12352204,388,Jun 14,5:22 PM,Front End Cap
4836,712,999714,448,Jun 14,12:48 PM,In-Aisle
4837,680,1094619,424,Sep 2,4:37 PM,Mid-Aisle End Cap
4838,761,957736,343,Jun 15,2:17 PM,Side-Aisle End Cap
4839,797,1029743,450,Aug 15,3:34 PM,Front End Cap
4840,761,1091976,343,Jul 3,11:07 AM,In-Aisle
4841,706,838369,343,Jul 3,6:24 PM,In-Aisle
4842,706,854405,343,Jul 3,6:24 PM,In-Aisle
4843,715,1100273,389,Mar 12,12:49 PM,Front End Cap
4844,718,898212,324,Mar 15,6:35 PM,In-Aisle
4845,766,974108,322,May 15,4:50 PM,Front End Cap
4846,788,820347,360,Sep 12,2:01 PM,Rear End Cap
4847,607,844165,304,Oct 28,10:05 PM,Side-Aisle End Cap
4848,680,1050229,424,Oct 19,2:31 PM,Rear End Cap
4849,712,8019005,448,Aug 19,11:01 AM,Rear Aisle
4850,706,834117,343,Jul 14,4:43 PM,Side-Aisle End Cap
4851,601,868764,306,Apr 4,4:31 PM,In-Aisle
4852,718,935546,324,Nov 4,6:39 PM,Other Location Display
4853,718,844685,324,Nov 6,9:30 PM,Rear End Cap
4854,696,7441498,31742,Mar 25,7:51 PM,Front End Cap
4855,696,1053877,358,Mar 28,12:19 PM,Rear End Cap
4856,788,12324954,313,Feb 15,9:20 AM,In-Aisle
4857,699,12172070,408,Dec 28,2:44 PM,Front End Cap
4858,718,1080155,324,Jul 13,12:42 PM,In-Aisle
4859,725,893501,400,May 20,7:03 PM,In-Aisle
4860,715,1130858,389,May 22,5:58 PM,Rear Aisle
4861,725,893501,400,May 23,1:43 PM,In-Aisle
4862,718,1048200,324,May 24,6:42 PM,Front End Cap
4863,766,961803,333,Aug 14,8:14 PM,Front Aisle
4864,647,5569471,438,Nov 27,8:20 PM,In-Aisle
4865,762,862349,31862,Dec 3,3:27 PM,Front End Cap
4866,768,962229,323,Apr 23,9:24 PM,Other Location Display
4867,725,893018,400,Apr 17,12:54 PM,Other Location Display
4868,699,1013321,408,Apr 18,7:35 PM,Mid-Aisle End Cap
4869,768,12380603,323,Sep 11,6:45 AM,Other Location Display
4870,788,1065593,360,Aug 18,12:18 PM,Rear End Cap
4871,692,841905,335,Oct 11,4:36 PM,Front End Cap
4872,718,9487467,324,Jan 24,6:06 PM,Rear End Cap
4873,680,862139,424,Dec 6,5:54 PM,In-Shelf
4874,706,859075,343,Jul 9,8:51 PM,Front Aisle
4875,706,5569230,343,Jul 9,8:51 PM,Front Aisle
4876,725,897125,400,Aug 19,11:35 AM,Other Location Display
4877,761,5569230,343,Jul 11,3:54 PM,Front Aisle
4878,605,16055892,381,Jul 22,11:03 AM,Other Location Display
4879,715,910291,415,Aug 9,4:13 PM,Front Aisle
4880,696,923528,31742,Sep 4,9:47 AM,Rear Aisle
4881,753,16219613,396,Oct 10,6:41 PM,Other Location Display
4882,753,16219613,396,Oct 12,6:07 PM,Other Location Display
4883,786,1133018,339,Oct 13,8:17 AM,Front End Cap
4884,696,843756,31742,Oct 11,6:53 PM,Rear Aisle
4885,766,923746,333,Oct 17,5:11 PM,In-Aisle
4886,786,1133018,339,Oct 17,12:42 PM,Front End Cap
4887,761,1062966,343,Oct 18,12:36 PM,Front Aisle
4888,715,987480,415,Nov 20,2:39 PM,Front Aisle
4889,788,5569230,360,Mar 18,2:31 PM,In-Aisle
4890,768,1029743,323,May 3,6:33 PM,Other Location Display
4891,712,995628,448,Sep 14,1:08 PM,Front End Cap
4892,699,1032924,408,Jun 11,1:48 PM,Other Location Display
4893,788,963727,360,Aug 16,9:44 AM,Rear End Cap
4894,788,1065593,360,Aug 16,9:48 AM,Rear End Cap
4895,788,820347,313,Jun 28,11:19 PM,Rear End Cap
4896,766,1126899,322,Jun 30,7:11 PM,Front End Cap
4897,630,1121393,306,Jul 15,4:47 PM,In-Aisle
4898,605,965772,369,Nov 10,3:01 PM,Other Location Display
4899,725,892008,400,Mar 18,11:30 AM,Rear End Cap
4900,631,987562,389,Sep 22,12:27 PM,In-Aisle
4901,740,981760,404,Apr 21,8:38 PM,In-Aisle
4902,718,857849,324,Jun 14,7:57 AM,Side-Aisle End Cap
4903,631,5569230,389,Jun 15,5:30 PM,Rear Aisle
4904,680,13190294,424,Jun 30,6:28 PM,Side-Aisle End Cap
4905,740,8293439,404,Nov 4,4:52 PM,Front End Cap
4906,605,13986393,369,Nov 14,7:10 PM,Rear End Cap
4907,601,9885204,306,Mar 15,5:18 PM,Front Aisle
4908,631,1038217,389,Jul 29,3:50 PM,In-Shelf
4909,766,6442594,333,Sep 13,6:01 PM,Rear End Cap
4910,607,989075,432,Jun 4,8:32 PM,Other Location Display
4911,699,8355264,408,Jun 8,9:36 AM,Rear End Cap
4912,768,834117,339,Jun 8,5:42 PM,Rear End Cap
4913,786,972665,339,Jun 23,8:58 AM,Rear Aisle
4914,771,1050229,359,Jul 11,10:28 AM,Rear Aisle
4915,716,826249,400,Feb 27,8:29 AM,Other Location Display
4916,718,1098066,324,Mar 22,7:16 PM,Rear End Cap
4917,692,1069621,404,Jan 25,11:36 AM,In-Aisle
4918,647,1066783,438,Feb 7,6:20 PM,Rear End Cap
4919,712,10356540,448,Dec 28,2:09 PM,Front End Cap
4920,696,934399,31742,Apr 21,8:42 PM,Rear Aisle
4921,696,1124729,31742,May 6,4:44 PM,Mid-Aisle End Cap
4922,766,835394,333,Aug 14,8:14 PM,Front End Cap
4923,755,942278,362,Oct 25,1:54 PM,Front End Cap
4924,725,1098066,400,Dec 4,3:04 PM,Other Location Display
4925,718,849843,324,Mar 2,10:21 AM,In-Aisle
4926,718,956609,324,Mar 6,12:19 PM,In-Shelf
4927,768,845705,323,Oct 7,2:26 PM,In-Aisle
4928,725,1096036,400,Aug 8,4:08 PM,In-Aisle
4929,696,1003188,31742,Oct 11,11:15 PM,Other Location Display
4930,761,5568378,343,Jul 5,11:53 AM,Side-Aisle End Cap
4931,696,1126899,31742,Jul 6,4:32 PM,Front End Cap
4932,607,923746,372,Jul 6,9:08 PM,In-Aisle
4933,605,1106523,369,Oct 1,7:56 PM,Front End Cap
4934,761,1100972,343,Jul 24,12:58 PM,Front End Cap
4935,725,1045220,400,Jul 25,2:41 PM,Rear End Cap
4936,788,6464074,360,Nov 14,11:18 AM,Rear End Cap
4937,788,1038217,313,Jan 6,2:18 PM,Other Location Display
4938,788,1094955,313,Jan 6,2:18 PM,Rear End Cap
4939,631,981760,389,Sep 30,4:58 PM,Other Location Display
4940,766,999104,333,Jul 11,2:57 PM,In-Aisle
4941,766,868764,333,Sep 23,4:25 PM,Front Aisle
4942,718,1059371,324,May 9,7:53 PM,Side-Aisle End Cap
4943,706,834117,384,May 25,7:05 PM,Other Location Display
4944,601,1126808,306,Oct 19,3:09 PM,Front End Cap
4945,630,879504,306,Jun 9,4:42 PM,Side-Aisle End Cap
4946,718,1097001,324,Aug 11,4:30 PM,Other Location Display
4947,740,12384697,404,Aug 17,6:29 PM,Front End Cap
4948,718,1102861,324,Jun 26,11:03 AM,Front Aisle
4949,741,1128861,315,Sep 3,8:49 PM,Side-Aisle End Cap
4950,692,1080014,335,Sep 4,1:32 PM,In-Aisle
4951,661,1138292,427,Sep 6,8:08 PM,Other Location Display
4952,699,13382308,408,Nov 13,1:14 PM,Rear End Cap
4953,771,976998,359,Jan 29,10:53 AM,Front End Cap
4954,699,1026945,408,Mar 18,7:08 PM,Rear End Cap
4955,725,987562,400,Feb 19,11:20 AM,Other Location Display
4956,696,859075,31742,May 26,10:32 PM,Other Location Display
4957,771,840361,359,May 29,9:48 AM,Side-Aisle End Cap
4958,696,12577242,31742,May 30,9:13 AM,Other Location Display
4959,761,925514,343,Jun 15,2:17 PM,Mid-Aisle End Cap
4960,755,15452680,382,Jun 29,5:25 PM,In-Aisle
4961,764,1029743,33923,Sep 9,3:08 PM,Front End Cap
4962,712,1120443,369,Mar 14,10:57 AM,Mid-Aisle End Cap
4963,606,988791,446,Oct 18,8:39 PM,In-Shelf
4964,788,883932,313,Aug 13,12:15 PM,Front End Cap
4965,607,911812,372,Aug 11,5:34 PM,In-Shelf
4966,768,867667,323,Jun 23,12:36 PM,Other Location Display
4967,766,981760,333,Oct 23,1:31 PM,Other Location Display
4968,661,1138292,427,Sep 3,4:24 PM,Other Location Display
4969,696,837751,31742,Nov 2,2:51 PM,Rear Aisle
4970,692,913785,335,Nov 5,1:10 PM,Front End Cap
4971,718,1090081,324,Jan 25,10:51 AM,In-Shelf
4972,718,883404,324,Nov 20,5:06 PM,In-Aisle
4973,725,1111937,400,Mar 5,11:49 AM,Front End Cap
4974,718,9487885,324,Feb 5,5:51 PM,Rear Aisle
4975,761,1029743,343,Feb 5,7:35 PM,Front End Cap
4976,768,1072483,323,Feb 8,6:49 PM,Side-Aisle End Cap
4977,630,9527290,306,Jan 10,4:56 PM,Side-Aisle End Cap
4978,725,987562,400,Feb 23,6:18 PM,Other Location Display
4979,715,1071377,389,Jan 11,12:23 PM,Front End Cap
4980,605,905636,369,Jan 12,12:23 PM,Mid-Aisle End Cap
4981,630,9526410,306,May 23,4:50 PM,Other Location Display
4982,712,7168383,448,May 24,11:23 AM,In-Shelf
4983,680,15831255,424,Sep 26,2:36 PM,Rear Aisle
4984,696,6463752,31742,Sep 1,8:59 PM,Front End Cap
4985,764,923746,33923,Aug 3,8:58 AM,Front End Cap
4986,741,15778519,315,Sep 21,9:28 PM,Rear Aisle
4987,768,874061,323,Oct 24,6:24 AM,In-Aisle
4988,788,5569471,360,Mar 5,9:54 AM,In-Aisle
4989,788,5569471,360,Mar 7,6:40 PM,In-Aisle
4990,797,945339,450,May 10,12:45 PM,Other Location Display
4991,647,1114483,292,May 11,7:44 PM,Other Location Display
4992,718,1097001,324,Aug 6,7:54 AM,Other Location Display
4993,766,1026235,322,May 31,3:07 PM,Front Aisle
4994,699,883932,408,Aug 10,8:48 AM,Front End Cap
4995,699,1036249,408,Aug 10,8:48 AM,Rear Aisle
4996,706,1102845,343,Aug 17,7:38 PM,Front End Cap
4997,712,9526410,448,Sep 26,9:46 AM,In-Aisle
4998,788,999020,313,Jul 3,11:46 AM,Front Aisle
4999,788,999020,313,Jul 5,1:58 PM,Front Aisle
5000,712,1108094,448,Jan 23,11:22 AM,Other Location Display
5001,740,1115098,370,Jan 23,3:25 PM,In-Aisle
5002,630,1118033,306,Dec 22,3:20 PM,Front End Cap
5003,722,1077281,359,Jan 10,8:42 PM,Front End Cap
5004,761,996087,343,Jul 11,3:54 PM,Side-Aisle End Cap
5005,764,1029743,33923,Sep 13,1:55 PM,Front End Cap
5006,768,825289,323,Jun 18,6:30 AM,Rear End Cap
5007,630,1051402,306,Oct 8,1:17 PM,Rear Aisle
5008,753,843171,396,Oct 10,6:41 PM,Rear End Cap
5009,761,8160319,343,Apr 21,7:00 PM,Front Aisle
5010,718,826249,324,Apr 27,9:16 AM,Other Location Display
5011,718,6961392,324,Apr 17,4:41 PM,Other Location Display
5012,718,965378,324,Aug 6,5:38 PM,Front End Cap
5013,755,869146,388,May 28,5:33 PM,Other Location Display
5014,712,951590,448,Jun 17,11:52 AM,In-Aisle
5015,731,923746,438,Jul 2,1:36 PM,In-Aisle
5016,786,5569230,339,Oct 27,8:26 AM,In-Aisle
5017,768,834117,323,Jul 31,3:56 PM,Front End Cap
5018,712,852864,369,Sep 7,1:17 PM,In-Shelf
5019,605,983936,339,Jul 24,1:41 PM,Rear Aisle
5020,741,1090281,315,Nov 17,2:40 PM,Front Aisle
5021,601,7442056,384,Apr 10,6:01 PM,Rear End Cap
5022,718,834117,324,Jan 4,2:56 PM,Side-Aisle End Cap
5023,614,951190,288,Feb 21,7:06 PM,In-Aisle
5024,696,9527160,31742,Jan 8,11:45 AM,Side-Aisle End Cap
5025,786,878715,339,Jul 20,9:02 AM,Mid-Aisle End Cap
5026,761,866172,343,Aug 25,12:02 PM,In-Shelf
5027,715,1022872,354,May 19,1:33 PM,Rear End Cap
5028,647,1094619,343,Aug 30,2:52 PM,In-Shelf
5029,716,980526,400,Sep 27,10:32 AM,Front End Cap
5030,630,913490,306,Oct 16,5:41 PM,Front End Cap
5031,725,941658,400,Apr 5,10:09 AM,Front End Cap
5032,607,850645,432,Apr 30,1:29 PM,In-Shelf
5033,607,1043590,381,Apr 7,7:15 PM,Rear End Cap
5034,788,895680,360,Aug 16,9:44 AM,Rear End Cap
5035,788,1137346,313,Jun 28,11:44 AM,Front Aisle
5036,696,9337581,31742,Jun 30,1:32 PM,In-Aisle
5037,762,929751,31862,Jul 17,12:24 PM,Other Location Display
5038,696,1011089,448,Sep 30,12:16 PM,Rear End Cap
5039,797,1029743,450,Feb 28,4:42 PM,Front End Cap
5040,771,1061220,424,Feb 10,10:10 AM,Rear Aisle
5041,718,1124081,324,Dec 17,6:17 PM,Rear End Cap
5042,768,1118533,323,Jan 4,12:17 PM,Other Location Display
5043,680,8090521,424,Apr 27,2:26 PM,Side-Aisle End Cap
5044,622,935546,298,Jul 17,4:29 PM,Rear End Cap
5045,786,1071342,339,May 13,4:50 PM,Rear End Cap
5046,741,853365,315,May 14,9:10 PM,Other Location Display
5047,718,826249,324,May 30,11:35 AM,Other Location Display
5048,788,851057,360,Sep 7,9:41 AM,Front Aisle
5049,647,1098066,343,Nov 13,7:30 PM,In-Aisle
5050,605,965772,369,Sep 9,8:25 PM,Other Location Display
5051,718,888560,324,Mar 13,1:12 PM,Front Aisle
5052,661,5568445,427,Apr 13,6:02 PM,Front End Cap
5053,725,859075,400,Jun 2,1:08 PM,In-Aisle
5054,768,936302,323,Nov 1,8:26 PM,Side-Aisle End Cap
5055,692,887897,335,Jun 5,3:51 PM,Other Location Display
5056,786,993466,339,Oct 19,1:47 PM,Side-Aisle End Cap
5057,647,916050,343,Sep 28,10:28 PM,In-Aisle
5058,788,1118393,313,Jan 15,12:36 PM,Front Aisle
5059,725,916487,400,Jan 16,2:27 PM,Front End Cap
5060,718,981776,324,Nov 20,5:06 PM,Other Location Display
5061,753,7168431,396,Dec 11,4:07 PM,Front End Cap
5062,715,934369,354,Feb 15,9:19 AM,In-Aisle
5063,786,1096036,339,Mar 16,8:31 AM,Rear Aisle
5064,718,868483,324,May 7,10:00 AM,In-Aisle
5065,715,1022872,354,May 24,11:17 AM,Rear End Cap
5066,631,1129819,389,Jun 7,3:34 PM,Side-Aisle End Cap
5067,786,989069,339,Oct 26,8:49 AM,Other Location Display
5068,647,951590,438,Nov 27,8:20 PM,Other Location Display
5069,696,857410,31742,Dec 1,7:52 PM,Other Location Display
5070,647,1098066,384,Mar 4,4:15 PM,In-Aisle
5071,779,1032967,343,Jul 27,8:20 PM,Front Aisle
5072,766,994928,322,May 31,3:07 PM,Rear Aisle
5073,718,1130323,324,Aug 17,4:36 PM,In-Shelf
5074,605,1003188,369,Aug 18,3:15 PM,Rear End Cap
5075,712,9333437,448,Sep 26,9:46 AM,Rear End Cap
5076,647,864774,343,Apr 13,12:30 PM,Other Location Display
5077,718,871909,324,Jan 4,2:56 PM,Rear Aisle
5078,741,852014,315,Apr 29,8:54 PM,Front End Cap
