householdid,productid,storeid,transactiontime,daydate,qty,salesvalue,productdesc,productsubdesc,loyaltydiscount,coupondiscount,couponmatchdiscount
761,987562,343,8:44 PM,Apr 15,1,1.5,CHEESE,SHREDDED CHEESE,-0.28,0,0
741,910032,315,7:55 PM,Jan 17,1,3.29,HOT DOGS,PREMIUM - MEAT,0,0,0
771,1031087,359,3:11 PM,Nov 6,1,2.27,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,-1.52,0,0
696,1113780,31742,11:59 AM,Jan 25,1,2,ROLLS,ROLLS: DINNER,-0.49,0,0
786,1106523,339,9:40 AM,Dec 1,1,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,0,0,0
680,9416729,424,5:54 PM,Dec 6,4,4,HOT DOGS,PREMIUM - MEAT,-9.16,0,0
718,985935,324,8:10 PM,Dec 21,1,4.19,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,0,0,0
647,9527494,343,3:23 PM,Dec 22,1,1.88,BAG SNACKS,POTATO CHIPS,-0.12,0,0
786,1133018,339,8:29 AM,Dec 30,1,1,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,-0.85,0,0
771,1030819,293,12:05 PM,Aug 23,1,0.44,VEGETABLES - SHELF STABLE,PEAS GREEN,-0.35,0,0
712,842140,448,1:31 PM,May 16,1,1.67,CHEESE,SHREDDED CHEESE,-1.12,0,0
718,1098066,324,4:42 PM,May 18,1,1.2,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-0.09,0,0
771,1077490,359,12:34 PM,Sep 13,2,1.5,SOUP,CONDENSED SOUP,-1.08,0,0
768,844165,323,2:25 PM,Aug 28,1,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.91,0,0
786,907647,339,9:05 AM,Aug 31,1,1.67,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-1.02,0,0
680,1131438,424,5:40 PM,Jun 10,1,0,DINNER SAUSAGE,RED,-3.99,0,0
766,990688,333,12:32 PM,Jun 11,1,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,-1.19,0,0
696,9526411,31742,3:20 PM,Jun 23,1,2,BAG SNACKS,POTATO CHIPS,0,0,0
718,893018,324,7:15 PM,Oct 19,1,2.5,CHEESE,IWS SINGLE CHEESE,-0.49,0,0
696,10457044,31742,11:23 PM,Oct 31,1,2,COLD CEREAL,ADULT CEREAL,-0.39,0,0
755,849843,382,7:57 AM,Nov 26,2,2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,-0.58,0,0
725,13189968,400,3:04 PM,Dec 4,1,2,BAG SNACKS,POTATO CHIPS,-0.99,0,0
718,6442940,324,9:16 PM,Mar 31,1,3.34,DEODORANTS,SOLID/STK DEODORANTS,-0.65,0,0
647,9527494,292,4:50 PM,Apr 3,1,2,BAG SNACKS,POTATO CHIPS,-0.99,0,0
797,951590,450,2:59 PM,Apr 23,1,1.69,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0,0,0
607,883404,432,1:41 AM,Mar 23,1,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0,0,0
740,1073324,370,3:06 PM,May 24,1,3.59,HAIR CARE PRODUCTS,SHAMPOO,0,0,0
607,915181,432,9:51 PM,May 25,1,1.19,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,-1.2,0,0
788,1137346,313,1:33 PM,Aug 5,1,4.99,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,-3,0,0
768,1132770,323,12:35 PM,Aug 10,1,0.5,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.09,0,0
718,981760,324,1:45 PM,Sep 24,4,4.36,EGGS,EGGS - X-LARGE,-0.4,0,0
712,903233,448,10:39 AM,Jul 1,1,1.5,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,-0.46,0,0
768,1061220,323,4:39 PM,Oct 13,1,1.25,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,-0.04,0,0
712,996751,369,1:17 PM,Sep 7,1,2.99,FRZN NOVELTIES/WTR ICE,CUPS/PUSH UPS/OTHER,0,0,0
706,830887,32004,7:12 PM,Nov 28,1,1.75,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,-0.1,0,0
768,1008845,323,5:35 PM,Apr 14,1,1,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,-1.59,0,0
712,981760,369,10:17 AM,Dec 10,1,1,EGGS,EGGS - X-LARGE,-0.19,0,0
630,923673,323,9:22 PM,Jul 5,2,3,COLD CEREAL,ADULT CEREAL,-2.84,0,0
768,1038217,292,8:29 AM,Dec 27,1,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),-0.39,0,0
661,1138292,427,4:34 PM,Dec 28,1,3.54,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,-0.39,0,0
788,923149,313,2:18 PM,Jan 6,1,1.79,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,-1.8,0,0
764,9420082,33923,9:29 AM,Apr 20,1,3.98,YOGURT,YOGURT MULTI-PACKS,-1.81,0,0
786,940947,339,8:59 AM,Feb 23,1,2.5,HEAT/SERVE,ENTREES,-0.49,0,0
768,1029743,323,5:18 PM,Jan 10,1,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,0,0,0
712,951590,448,2:24 PM,Apr 12,1,1.69,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0,0,0
771,12352201,359,11:19 AM,Jul 30,1,2.5,BAG SNACKS,POTATO CHIPS,-0.39,0,0
696,5576075,31742,9:35 AM,May 20,1,5.99,DOMESTIC WINE,POPULAR 750ML WINES,0,0,0
607,6391016,361,3:38 PM,Jun 14,1,3,SOAP - LIQUID & BAR,BODY WASH,-1.99,0,0
788,5569230,313,1:00 PM,Aug 22,2,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-4.38,0,0
725,883404,400,5:19 PM,Sep 1,1,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.3,0,0
725,1110244,400,2:05 PM,Oct 23,1,1.5,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,-0.69,0,0
786,972665,339,8:53 AM,Jan 19,1,2.5,BREAKFAST SAUSAGE/SANDWICHES,OTHER,-1.09,0,0
725,1053763,400,6:21 PM,Mar 23,1,0.2,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,0,0,0
631,842140,389,2:36 PM,Jan 20,1,1.67,CHEESE,SHREDDED CHEESE,-1.12,0,0
740,981760,404,9:14 PM,Mar 12,1,0.88,EGGS,EGGS - X-LARGE,-0.31,0,0
764,1134810,33923,4:26 PM,Jun 19,1,2,FROZEN PIZZA,PIZZA/TRADITIONAL,-0.2,0,0
696,1013321,31742,9:47 AM,Sep 4,5,2.2,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,-1.75,0,0
647,8090537,343,12:14 PM,Sep 4,2,5.33,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-5.25,0,0
786,7441498,339,12:42 PM,Oct 17,1,3,ICE CREAM/MILK/SHERBTS,PREMIUM,-1.79,0,0
761,944139,343,12:36 PM,Oct 18,2,5,FROZEN PIZZA,PIZZA/TRADITIONAL,-0.5,0,0
786,13841744,448,2:27 PM,Nov 25,1,1.67,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.62,0,0
715,857849,354,1:30 PM,Apr 12,2,0.88,MARGARINES,MARGARINE  STICK,-0.9,0,0
696,826249,31742,6:03 PM,May 12,1,0.99,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,0,0,0
661,1138292,427,3:59 PM,Aug 9,1,3.73,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,-0.42,0,0
725,1130858,400,12:10 PM,Sep 17,2,4,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,-3.38,0,0
680,1018253,424,2:31 PM,Oct 19,1,1.69,COLD AND FLU,LIPCARE MEDICATED,-0.4,0,0
712,1118046,448,12:49 PM,Jul 5,1,5.29,DINNER SAUSAGE,FRESH,0,0,0
614,902172,288,3:07 PM,Nov 4,1,2.88,CHEESE,IWS SINGLE CHEESE,-0.11,0,0
768,1029743,323,4:53 PM,Nov 5,1,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,0,0,0
706,1034686,32004,11:29 AM,Jan 18,2,2,CHEESE,SHREDDED CHEESE,-1.56,0,0
630,951526,306,4:52 PM,Jan 18,2,0.4,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,0,0,0
696,883404,31742,3:21 PM,Apr 17,1,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.41,0,0
740,929668,370,1:37 PM,Feb 3,5,3,DINNER MXS:DRY,MACARONI & CHEESE DNRS,-0.45,0,0
706,1125199,32004,6:58 PM,Dec 23,1,2.59,LUNCHMEAT,LUNCH COMBO,0,0,0
768,834117,323,6:37 AM,Jul 21,1,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,0,0,0
771,1012816,359,12:34 PM,Sep 13,2,2,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,-0.58,0,0
622,10285141,356,9:31 PM,Sep 26,1,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),-0.49,0,0
725,856772,400,1:59 PM,Jun 4,1,1,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,-0.29,0,0
647,8090537,343,12:15 PM,Sep 6,1,2.66,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.63,0,0
761,956902,343,11:37 AM,Oct 28,2,3.76,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,-4.02,0,0
786,860248,448,12:44 PM,Oct 29,1,8.79,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
733,17179419,356,6:13 PM,Nov 1,1,1.5,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,0,0,0
788,823704,360,4:41 PM,Dec 2,2,5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,-2.58,0,0
768,898432,323,7:26 AM,Dec 4,1,2.59,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,0,0,0
725,885307,400,3:04 PM,Dec 4,1,2,BAG SNACKS,POTATO CHIPS,-0.99,0,0
718,893018,324,9:16 PM,Mar 31,1,2.79,CHEESE,IWS SINGLE CHEESE,-0.2,0,0
761,1077588,343,1:00 PM,Mar 31,1,1.49,DISHWASH DETERGENTS,LIQUID DISH DETERGENT,-0.7,0,0
725,964004,400,10:09 AM,Apr 5,1,1,ICE CREAM/MILK/SHERBTS,TRADITIONAL,-1.99,0,0
647,826249,384,4:15 PM,Mar 4,1,0.79,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.2,0,0
631,1062966,389,4:07 PM,May 25,2,1.98,HOT DOGS,ECONOMY - MEAT,-2.4,0,0
647,1066289,343,7:47 PM,Feb 4,1,1,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,-0.79,0,0
706,1029743,32004,3:15 PM,Mar 16,1,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,0,0,0
718,1110883,324,2:56 PM,Jan 4,1,2.99,PWDR/CRYSTL DRNK MX,SOFT DRINK CANISTERS,-0.5,0,0
712,829950,448,10:26 AM,Feb 22,1,5.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,-2,0,0
768,13672065,323,6:41 PM,Jul 11,1,2,MEAT - MISC,NON-MEATS - OTHER,-0.69,0,0
696,933303,31742,9:13 AM,May 30,1,1.25,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,-0.74,0,0
766,847853,333,8:22 PM,Jun 30,1,1,WATER - CARBONATED/FLVRD DRINK,JUICE (UNDER 10% JUICE),-0.49,0,0
718,1034686,324,6:29 PM,Nov 3,1,1.25,CHEESE,SHREDDED CHEESE,-0.53,0,0
788,1123720,360,12:47 PM,May 13,1,1,FROZEN PIZZA,SNACKS/APPETIZERS,-0.99,0,0
740,929668,404,10:28 PM,May 27,2,0.88,DINNER MXS:DRY,MACARONI & CHEESE DNRS,-0.5,0,0
696,15596488,31742,9:13 AM,May 30,1,1.49,COLD CEREAL,ALL FAMILY CEREAL,-2.3,0,0
718,6463729,324,10:50 AM,Jun 13,1,4.54,ICE CREAM/MILK/SHERBTS,PREMIUM,-0.25,0,0
712,923746,448,9:51 AM,Aug 6,1,1,EGGS,EGGS - LARGE,-0.49,0,0
630,1071939,323,7:29 PM,Nov 2,2,1.76,CHEESE,CREAM CHEESE,-0.68,0,0
766,929309,322,2:30 PM,Nov 12,1,1,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,-0.25,0,0
788,882138,360,7:07 PM,May 16,5,2.5,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,-1.95,0,0
762,1131550,31862,4:09 PM,Oct 29,1,0.95,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,-0.1,0,0
607,893018,372,3:25 PM,Oct 20,1,2,CHEESE,IWS SINGLE CHEESE,-0.99,0,0
740,12351847,404,2:34 PM,Jun 11,1,3.5,SNKS/CKYS/CRKR/CNDY,CANDY/CHOCOLATE,0,0,0
699,5568378,408,1:48 PM,Jun 11,1,2.75,BAG SNACKS,TORTILLA/NACHO CHIPS,0,0,0
718,965378,324,3:05 PM,Jun 25,1,1.97,COOKIES/CONES,CONES,-0.22,0,0
740,1088578,370,11:50 AM,Nov 8,2,2,FACIAL TISS/DNR NAPKIN,FACIAL TISSUE & PAPER HANDKE,-0.38,0,0
788,8090537,313,11:41 AM,Nov 9,2,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-4.18,0,0
718,871741,324,10:51 AM,Jan 25,1,1.5,CANDY - PACKAGED,CANDY BAGS-NON CHOCOLATE,0,0,0
696,991592,31742,6:12 PM,Feb 25,1,2,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,-0.03,0,0
630,13007357,306,4:26 PM,May 3,1,1.67,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,-0.13,0,0
762,859075,31862,5:11 PM,May 5,1,1.65,CHEESE,SHREDDED CHEESE,-0.13,0,0
712,1119550,448,10:33 AM,May 5,1,1,SOFT DRINKS,SOFT DRINKS CAN NON-CARB (EXCE,-0.49,0,0
680,871756,424,4:11 PM,Aug 10,1,1.69,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,-1.46,0,0
706,6464086,384,7:09 PM,Oct 10,1,2.5,BACON,BETTER FOR YOU,-1.29,0,0
764,1136375,33923,4:14 PM,Nov 18,2,5,BACON,BETTER FOR YOU,-2.98,0,0
755,869146,388,5:33 PM,May 28,1,2.5,SNKS/CKYS/CRKR/CNDY,BARS - GRANOLA/SNACK,-0.49,0,0
786,993466,339,1:47 PM,Oct 19,1,1,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,-1.59,0,0
712,951590,448,11:52 AM,Jun 17,1,1.5,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.39,0,0
731,923746,438,1:36 PM,Jul 2,1,1,EGGS,EGGS - LARGE,-0.59,0,0
786,5569230,339,8:26 AM,Oct 27,1,2.67,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.02,0,0
762,929751,31862,12:24 PM,Jul 17,1,1.25,YOGURT,YOGURT NOT MULTI-PACKS,-0.24,0,0
696,1011089,448,12:16 PM,Sep 30,2,5,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,-0.38,0,0
788,1118393,313,12:36 PM,Jan 15,2,0.67,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-0.53,0,0
725,916487,400,2:27 PM,Jan 16,1,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,-1.19,0,0
741,1090281,315,2:40 PM,Nov 17,2,1,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,0,0,0
601,7442056,384,6:01 PM,Apr 10,1,2.5,ICE CREAM/MILK/SHERBTS,PREMIUM,-2.29,0,0
768,1118533,323,12:17 PM,Jan 4,1,1.49,MARGARINES,MARGARINE: TUBS AND BOWLS,-0.4,0,0
680,8090521,424,2:26 PM,Apr 27,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.09,0,0
622,935546,298,4:29 PM,Jul 17,1,0.99,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0,0,0
786,1071342,339,4:50 PM,May 13,1,1.49,COLD CEREAL,ALL FAMILY CEREAL,-2.6,0,0
741,853365,315,9:10 PM,May 14,2,7,CHEESES,CHEESE:CHEESEBALLS/SPREADS,-0.98,0,0
786,878715,339,9:02 AM,Jul 20,1,15.99,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
761,866172,343,12:02 PM,Aug 25,1,1.29,BAKING NEEDS,MARSHMALLOWS,-0.2,0,0
715,1022872,354,1:33 PM,May 19,6,2,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-1.57,0,0
715,1022872,354,11:17 AM,May 24,4,1.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-1.04,0,0
647,1094619,343,2:52 PM,Aug 30,2,2,VEGETABLES - SHELF STABLE,POTATOES SWEET,-1.38,0,0
716,980526,400,10:32 AM,Sep 27,2,1.98,DRY BN/VEG/POTATO/RICE,POTATOES: DRY,-0.2,0,0
631,1129819,389,3:34 PM,Jun 7,1,0.75,FIRST AID PRODUCTS,LINAMENTS,0,0,0
786,989069,339,8:49 AM,Oct 26,1,2,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,-0.99,0,0
647,951590,438,8:20 PM,Nov 27,1,2.09,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0,0,0
696,857410,31742,7:52 PM,Dec 1,1,14.99,IMPORTED WINE,AUSTRALIAN/NZ WINES,0,0,0
605,965772,369,8:25 PM,Sep 9,1,3,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,-0.99,0,0
725,941658,400,10:09 AM,Apr 5,2,3.18,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,-3.2,0,0
607,850645,432,1:29 PM,Apr 30,1,1.25,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,-0.74,0,0
607,1043590,381,7:15 PM,Apr 7,1,1.69,SHORTENING/OIL,VEGETABLE/SALAD OIL,-0.02,0,0
601,883404,306,6:32 PM,Mar 8,1,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.11,0,0
715,828143,389,11:51 AM,May 5,1,1.99,CHEESE,MISCELLANEOUS CHEESE,0,0,0
718,826249,324,6:50 PM,Apr 23,1,0.89,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.1,0,0
718,888560,324,1:12 PM,Mar 13,1,0.2,CANDY - CHECKLANE,CHEWING GUM,-0.05,0,0
661,5568445,427,6:02 PM,Apr 13,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.19,0,0
718,826249,324,9:16 AM,Apr 27,1,0.89,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.1,0,0
718,6961392,324,4:41 PM,Apr 17,1,3.5,SNACKS,SNACKS: SALTY,-0.49,0,0
718,965378,324,5:38 PM,Aug 6,1,1.97,COOKIES/CONES,CONES,-0.22,0,0
725,859075,400,1:08 PM,Jun 2,1,1.25,CHEESE,SHREDDED CHEESE,-0.64,0,0
768,936302,323,8:26 PM,Nov 1,1,2.5,FEMININE HYGIENE,FEM. HYGN.NAPKINS,-0.18,0,0
692,887897,335,3:51 PM,Jun 5,1,2,FRZN NOVELTIES/WTR ICE,WATER ICE,-0.79,0,0
788,1137346,313,11:44 AM,Jun 28,1,4.88,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,-3.11,0,0
696,9337581,31742,1:32 PM,Jun 30,2,2,CANDY - PACKAGED,CANDY BARS (MULTI PACK),-0.78,0,0
768,834117,323,3:56 PM,Jul 31,1,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,-1,0,0
712,852864,369,1:17 PM,Sep 7,1,0.6,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,-0.59,0,0
605,983936,339,1:41 PM,Jul 24,1,1.67,REFRGRATD JUICES/DRNKS,DAIRY CASE CITRUS PNCH/OJ SUBS,-0.32,0,0
753,7168431,396,4:07 PM,Dec 11,1,3,ICE CREAM/MILK/SHERBTS,PREMIUM,-2.59,0,0
715,934369,354,9:19 AM,Feb 15,2,2.78,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,-1.6,0,0
786,1096036,339,8:31 AM,Mar 16,1,1.25,CHEESE,IWS SINGLE CHEESE,-0.61,0,0
718,834117,324,2:56 PM,Jan 4,1,3.59,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,-0.4,0,0
614,951190,288,7:06 PM,Feb 21,1,1.5,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,-0.62,0,0
696,9527160,31742,11:45 AM,Jan 8,1,1.88,BAG SNACKS,POTATO CHIPS,-0.12,0,0
718,826249,324,11:35 AM,May 30,1,1.2,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.09,0,0
788,851057,360,9:41 AM,Sep 7,1,0.25,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-0.34,0,0
647,1098066,343,7:30 PM,Nov 13,2,1.76,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-0.82,0,0
788,895680,360,9:44 AM,Aug 16,1,3.34,FROZEN PIZZA,PIZZA/TRADITIONAL,-2.05,-1,0
647,916050,343,10:28 PM,Sep 28,2,2.58,SUGARS/SWEETNERS,SUGAR,-0.4,0,0
797,1029743,450,4:42 PM,Feb 28,1,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,0,0,0
718,981776,324,5:06 PM,Nov 20,1,1,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,-0.59,0,0
771,1061220,424,10:10 AM,Feb 10,1,1,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,-0.18,0,0
718,1124081,324,6:17 PM,Dec 17,1,2,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,-0.39,0,0
718,868483,324,10:00 AM,May 7,2,2,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,-0.98,0,0
630,913490,306,5:41 PM,Oct 16,2,2,FROZEN PIZZA,PIZZA/ECONOMY,0,0,0
768,1126895,323,3:56 PM,May 28,1,1.88,MARGARINES,MARGARINE: TUBS AND BOWLS,-0.11,0,0
607,9527290,372,11:32 AM,Jun 15,1,1.88,BAG SNACKS,POTATO CHIPS,-0.26,0,0
680,8090541,424,4:13 PM,Jun 16,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.09,0,0
661,935570,427,7:24 PM,Feb 27,2,3.98,MEAT - SHELF STABLE,CHILI: CANNED,0,0,0
762,9854913,31862,8:17 AM,Jan 18,1,0.84,DIETARY AID PRODUCTS,DIET CNTRL BARS NUTRITIONAL,-0.85,0,0
786,9837404,339,9:40 AM,Dec 1,1,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,0,0,0
786,972665,339,8:35 AM,Feb 2,1,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,0,0,0
725,974108,400,3:37 PM,Dec 4,1,1,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,-0.29,0,0
768,874061,323,6:36 PM,Feb 3,1,1,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,-0.32,0,0
718,929433,324,5:46 PM,Mar 14,1,1.49,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.1,0,0
631,10355891,389,10:08 AM,Mar 16,1,2.5,CHIPS&SNACKS,POTATO CHIPS,-0.79,0,0
725,823704,400,11:30 AM,Mar 18,2,5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,-2.58,0,0
740,991123,370,5:09 PM,Jan 3,1,3,COOKIES,COOKIES: HOLIDAY/SPECIAL OCCAS,0,0,0
788,8090537,360,9:38 PM,Mar 17,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.09,0,0
718,7441419,324,5:30 PM,May 21,1,0,ICE CREAM/MILK/SHERBTS,PREMIUM,-4.79,0,0
706,9575181,343,4:26 PM,May 21,2,0.67,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-0.51,0,0
718,7441419,324,6:42 PM,May 24,2,4.31,ICE CREAM/MILK/SHERBTS,PREMIUM,-5.27,0,0
788,1038217,360,5:44 PM,Sep 15,1,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),-0.39,0,0
768,7169088,323,6:17 AM,Aug 14,1,2.88,ICE CREAM/MILK/SHERBTS,PREMIUM,-2.71,0,0
630,15926886,329,3:55 PM,Oct 22,1,2.5,BAG SNACKS,POTATO CHIPS,0,0,0
706,890695,343,7:48 PM,Oct 27,6,15,FROZEN PIZZA,SNACKS/APPETIZERS,-1.14,0,0
761,1137025,343,11:37 AM,Oct 28,1,1.94,SPICES & EXTRACTS,SPICES & SEASONINGS,-0.95,0,0
786,878715,339,10:36 AM,Oct 29,1,16.99,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
680,999270,424,4:22 PM,Dec 1,1,2.5,BACON,ECONOMY,-1.49,0,0
630,917231,306,3:38 PM,Apr 18,1,1.34,BAG SNACKS,TORTILLA/NACHO CHIPS,-1.15,0,0
722,5585701,359,11:39 AM,Apr 29,1,3,CHEESE,SHREDDED CHEESE,-0.99,0,0
630,921744,306,2:42 PM,Apr 21,1,2,BAG SNACKS,TORTILLA/NACHO CHIPS,-0.59,0,0
725,883404,400,6:52 PM,Apr 7,1,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0,0,0
606,1101980,446,11:09 AM,May 5,1,1.67,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,-0.72,0,0
631,1117249,389,2:42 PM,Aug 9,2,9.98,SEAFOOD - FROZEN,SEAFOOD-FRZ-BRD SHRIMP,-2,0,0
768,834117,323,6:59 PM,Sep 7,1,4.29,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,0,0,0
718,12946027,324,5:26 PM,Jan 29,2,7.28,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,-0.7,0,0
762,1034189,31862,5:51 PM,Apr 8,1,1.25,CANDY - PACKAGED,MISCELLANEOUS CANDY (INCLUDING,-0.54,0,0
768,921744,323,11:43 AM,Apr 14,1,2,BAG SNACKS,TORTILLA/NACHO CHIPS,-0.59,0,0
731,962229,329,2:43 PM,Apr 9,1,1.39,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-1.2,0,0
